99
t_index  tf-idf
95     0.001
98     0.08
157     0.088
182     0.137
190     0.072
198     0.142
201     0.061
253     0.15
255     0.053
309     0.132
313     0.103
497     0.06
671     0.088
694     0.091
810     0.091
831     0.122
848     0.085
852     0.073
911     0.08
925     0.06
934     0.076
945     0.069
1045     0.039
1069     0.12
1093     0.103
1161     0.053
1205     0.114
1223     0.088
1232     0.068
1240     0.192
1281     0.181
1409     0.088
1439     0.064
1447     0.059
1496     0.071
1556     0.062
1562     0.075
1590     0.047
1597     0.177
1602     0.075
1610     0.049
1680     0.049
1696     0.096
1704     0.075
1823     0.037
1940     0.071
1941     0.072
1987     0.142
2000     0.061
2005     0.179
2030     0.065
2040     0.058
2098     0.072
2169     0.063
2202     0.059
2284     0.037
2303     0.048
2321     0.07
2360     0.096
2403     0.114
2421     0.124
2496     0.064
2590     0.184
2597     0.08
2640     0.091
2722     0.241
2723     0.068
2796     0.114
2815     0.183
2832     0.068
2839     0.063
2890     0.08
2917     0.049
2952     0.071
3017     0.072
3047     0.059
3201     0.172
3286     0.109
3338     0.069
3359     0.096
3379     0.08
3381     0.247
3398     0.056
3401     0.055
3409     0.096
3422     0.048
3466     0.076
3484     0.069
3486     0.103
3488     0.088
3528     0.037
3600     0.114
3617     0.067
3625     0.085
3632     0.103
3649     0.114
3656     0.096
3732     0.091
3784     0.183
