161
t_index  tf-idf
19     0.0
31     0.053
76     0.038
108     0.082
132     0.057
149     0.068
165     0.041
215     0.053
227     0.063
275     0.041
342     0.047
347     0.036
367     0.08
442     0.038
469     0.063
512     0.038
538     0.092
600     0.038
650     0.063
676     0.305
757     0.031
792     0.07
823     0.089
831     0.102
837     0.063
848     0.024
865     0.045
962     0.053
972     0.179
975     0.057
997     0.046
1012     0.063
1017     0.053
1042     0.044
1045     0.022
1127     0.085
1178     0.063
1183     0.053
1195     0.053
1198     0.056
1204     0.063
1236     0.047
1299     0.057
1309     0.051
1326     0.057
1336     0.027
1346     0.027
1348     0.204
1350     0.035
1351     0.062
1354     0.051
1358     0.063
1359     0.063
1424     0.036
1439     0.035
1463     0.057
1480     0.042
1528     0.053
1565     0.229
1588     0.08
1596     0.051
1597     0.033
1608     0.03
1620     0.045
1638     0.045
1670     0.036
1682     0.114
1693     0.047
1721     0.033
1823     0.021
1838     0.057
1852     0.057
1876     0.022
1879     0.04
1891     0.063
1898     0.062
1914     0.046
1925     0.096
1937     0.087
1951     0.036
1960     0.057
1997     0.063
2001     0.046
2002     0.053
2005     0.033
2030     0.036
2040     0.032
2061     0.033
2063     0.045
2165     0.04
2189     0.044
2196     0.057
2200     0.038
2201     0.024
2226     0.035
2247     0.057
2253     0.085
2283     0.028
2284     0.125
2298     0.046
2321     0.078
2330     0.053
2367     0.057
2506     0.025
2523     0.045
2527     0.046
2636     0.046
2642     0.057
2660     0.064
2691     0.039
2742     0.041
2787     0.053
2807     0.049
2847     0.074
2857     0.074
2860     0.022
2878     0.083
2917     0.027
2924     0.037
2929     0.053
2934     0.044
2965     0.051
2974     0.035
2985     0.063
3076     0.063
3088     0.076
3111     0.057
3152     0.094
3179     0.042
3181     0.02
3191     0.127
3206     0.045
3244     0.083
3256     0.063
3259     0.051
3267     0.036
3283     0.051
3285     0.038
3379     0.223
3385     0.049
3388     0.079
3401     0.03
3414     0.026
3422     0.027
3449     0.037
3455     0.047
3457     0.049
3490     0.059
3528     0.082
3604     0.063
3610     0.044
3619     0.114
3635     0.038
3649     0.444
3668     0.063
3705     0.08
3715     0.046
3740     0.068
3752     0.063
3758     0.19
3770     0.04
