147
t_index  tf-idf
16     0.001
17     0.069
95     0.048
108     0.148
145     0.046
156     0.076
181     0.069
243     0.037
275     0.098
301     0.048
347     0.044
367     0.097
417     0.048
466     0.059
499     0.076
512     0.091
525     0.054
564     0.069
577     0.076
600     0.045
650     0.076
676     0.061
690     0.051
757     0.038
773     0.064
792     0.042
803     0.076
823     0.161
858     0.048
887     0.059
933     0.087
945     0.046
971     0.076
972     0.215
991     0.076
1002     0.076
1105     0.064
1125     0.059
1195     0.064
1198     0.034
1219     0.064
1224     0.049
1232     0.045
1269     0.076
1326     0.069
1336     0.032
1338     0.046
1350     0.042
1351     0.112
1476     0.052
1528     0.064
1529     0.044
1553     0.129
1556     0.042
1565     0.069
1588     0.145
1590     0.031
1608     0.036
1620     0.107
1651     0.057
1670     0.043
1693     0.057
1700     0.069
1704     0.05
1823     0.025
1852     0.034
1898     0.037
1912     0.054
1925     0.077
1952     0.069
2005     0.04
2061     0.04
2063     0.054
2064     0.037
2120     0.055
2204     0.042
2207     0.057
2220     0.029
2232     0.04
2247     0.069
2251     0.091
2253     0.051
2261     0.039
2284     0.05
2298     0.027
2305     0.047
2321     0.047
2330     0.064
2341     0.064
2421     0.028
2456     0.039
2472     0.069
2492     0.076
2496     0.043
2499     0.064
2506     0.03
2527     0.11
2558     0.064
2578     0.048
2586     0.051
2595     0.043
2660     0.116
2661     0.052
2699     0.039
2722     0.04
2743     0.052
2751     0.059
2761     0.069
2831     0.069
2847     0.237
2857     0.111
2860     0.054
2878     0.05
2881     0.144
2883     0.069
2885     0.027
2909     0.084
2974     0.043
2981     0.042
3055     0.105
3069     0.076
3088     0.045
3116     0.061
3132     0.059
3152     0.057
3179     0.05
3201     0.039
3209     0.051
3244     0.134
3265     0.063
3292     0.064
3379     0.268
3385     0.059
3422     0.064
3457     0.059
3484     0.046
3496     0.076
3604     0.076
3635     0.046
3649     0.382
3652     0.105
3676     0.064
3685     0.052
3687     0.033
3721     0.184
3740     0.122
3749     0.082
