229
t_index  tf-idf
5     0.0
16     0.028
20     0.026
21     0.026
25     0.028
39     0.03
45     0.03
53     0.053
76     0.025
103     0.068
108     0.027
111     0.073
145     0.051
165     0.082
190     0.027
191     0.026
198     0.026
212     0.055
247     0.042
255     0.02
264     0.071
270     0.03
283     0.038
303     0.034
342     0.031
344     0.03
353     0.03
367     0.018
397     0.036
407     0.026
423     0.036
428     0.027
465     0.019
466     0.032
467     0.048
471     0.066
482     0.022
554     0.03
584     0.042
590     0.085
618     0.084
627     0.019
665     0.038
666     0.034
667     0.127
683     0.03
696     0.071
734     0.094
735     0.038
757     0.021
759     0.152
764     0.035
767     0.03
805     0.058
848     0.016
864     0.03
865     0.03
866     0.028
868     0.08
876     0.022
894     0.129
899     0.025
914     0.017
926     0.03
1002     0.084
1005     0.038
1009     0.034
1042     0.087
1058     0.038
1081     0.046
1083     0.091
1108     0.042
1146     0.084
1156     0.065
1161     0.019
1165     0.034
1181     0.038
1191     0.042
1228     0.042
1273     0.032
1284     0.125
1332     0.021
1336     0.036
1351     0.021
1365     0.036
1367     0.03
1395     0.036
1396     0.068
1414     0.26
1432     0.028
1477     0.027
1482     0.267
1490     0.032
1502     0.028
1528     0.142
1565     0.152
1596     0.034
1608     0.02
1651     0.031
1670     0.048
1720     0.084
1723     0.038
1724     0.031
1748     0.04
1749     0.076
1797     0.083
1857     0.042
1873     0.059
1876     0.015
1878     0.025
1884     0.071
1891     0.042
1893     0.024
1894     0.089
1898     0.082
1899     0.023
1913     0.032
1925     0.021
1961     0.042
1980     0.042
1983     0.043
1993     0.025
2005     0.022
2012     0.059
2027     0.03
2030     0.024
2095     0.058
2098     0.107
2110     0.026
2135     0.026
2137     0.034
2165     0.027
2171     0.042
2193     0.021
2211     0.058
2264     0.053
2270     0.036
2283     0.019
2284     0.055
2298     0.015
2305     0.026
2306     0.032
2309     0.053
2314     0.061
2316     0.034
2321     0.078
2343     0.071
2379     0.038
2388     0.047
2389     0.078
2423     0.253
2434     0.031
2435     0.038
2478     0.041
2484     0.04
2491     0.028
2496     0.024
2498     0.042
2518     0.017
2521     0.049
2533     0.042
2541     0.042
2570     0.068
2616     0.028
2655     0.038
2678     0.03
2679     0.071
2691     0.026
2716     0.032
2719     0.038
2742     0.109
2785     0.028
2795     0.036
2801     0.028
2836     0.029
2839     0.047
2857     0.073
2884     0.032
2885     0.015
2930     0.058
2935     0.076
2952     0.026
2974     0.047
2981     0.023
3026     0.08
3039     0.032
3047     0.022
3092     0.03
3105     0.139
3132     0.065
3181     0.013
3194     0.026
3217     0.087
3274     0.086
3276     0.034
3296     0.036
3317     0.022
3321     0.027
3339     0.13
3368     0.042
3379     0.237
3398     0.021
3409     0.036
3425     0.042
3438     0.025
3449     0.024
3464     0.028
3490     0.019
3501     0.032
3520     0.022
3528     0.014
3562     0.059
3563     0.036
3585     0.027
3589     0.022
3625     0.031
3628     0.026
3632     0.038
3643     0.255
3644     0.063
3649     0.295
3681     0.034
3683     0.036
3698     0.025
3720     0.024
3723     0.028
3727     0.031
3730     0.03
3749     0.023
