95
t_index  tf-idf
17     0.003
26     0.041
77     0.056
111     0.04
147     0.063
293     0.063
444     0.053
464     0.059
487     0.052
512     0.041
514     0.069
533     0.053
574     0.052
690     0.093
737     0.03
810     0.056
835     0.042
857     0.194
933     0.357
963     0.069
1020     0.046
1037     0.069
1073     0.047
1119     0.201
1144     0.032
1146     0.069
1160     0.048
1165     0.056
1230     0.05
1234     0.083
1260     0.052
1281     0.037
1332     0.035
1351     0.034
1447     0.036
1528     0.293
1556     0.038
1568     0.047
1675     0.049
1729     0.026
1756     0.048
1778     0.039
1823     0.09
1876     0.072
1886     0.207
1893     0.04
1915     0.125
1920     0.046
1933     0.049
2063     0.146
2193     0.069
2207     0.052
2253     0.047
2264     0.13
2283     0.37
2292     0.053
2298     0.05
2316     0.056
2337     0.044
2411     0.069
2423     0.069
2478     0.239
2501     0.059
2502     0.063
2534     0.028
2653     0.046
2687     0.049
2699     0.035
2775     0.069
2821     0.056
2854     0.063
2857     0.081
2931     0.069
2977     0.061
3022     0.111
3036     0.049
3047     0.072
3056     0.111
3057     0.041
3154     0.04
3171     0.069
3206     0.049
3230     0.043
3286     0.033
3374     0.061
3379     0.098
3381     0.05
3401     0.067
3475     0.069
3477     0.139
3528     0.022
3589     0.036
3649     0.347
3662     0.043
3764     0.106
