171
t_index  tf-idf
13     0.0
28     0.043
65     0.031
100     0.044
111     0.036
134     0.047
150     0.063
165     0.041
232     0.05
233     0.063
255     0.029
323     0.053
331     0.036
424     0.053
448     0.032
490     0.057
497     0.033
561     0.041
600     0.075
611     0.139
613     0.032
668     0.057
670     0.057
674     0.227
690     0.042
702     0.063
708     0.035
709     0.063
722     0.045
801     0.039
864     0.045
865     0.044
866     0.124
893     0.03
895     0.086
899     0.037
1002     0.063
1041     0.032
1061     0.043
1068     0.048
1161     0.029
1182     0.048
1198     0.028
1203     0.05
1221     0.063
1256     0.04
1273     0.097
1279     0.027
1346     0.027
1348     0.05
1351     0.031
1377     0.024
1378     0.101
1385     0.034
1395     0.106
1398     0.113
1454     0.054
1457     0.187
1487     0.048
1528     0.106
1556     0.103
1565     0.34
1577     0.042
1610     0.027
1661     0.047
1670     0.036
1692     0.04
1704     0.041
1714     0.053
1718     0.053
1753     0.053
1800     0.045
1835     0.04
1876     0.044
1878     0.037
1889     0.043
1897     0.097
1900     0.039
1937     0.043
1958     0.033
1994     0.036
2011     0.045
2046     0.063
2056     0.037
2061     0.033
2064     0.031
2072     0.043
2090     0.048
2098     0.04
2161     0.045
2207     0.094
2220     0.096
2265     0.063
2283     0.028
2286     0.05
2308     0.126
2321     0.077
2336     0.05
2359     0.053
2380     0.359
2421     0.023
2426     0.063
2463     0.053
2484     0.149
2495     0.057
2506     0.05
2516     0.057
2518     0.038
2521     0.049
2534     0.026
2536     0.057
2542     0.057
2543     0.17
2555     0.053
2565     0.04
2595     0.035
2627     0.057
2674     0.057
2679     0.053
2696     0.063
2720     0.041
2738     0.072
2740     0.045
2759     0.077
2765     0.048
2770     0.043
2809     0.043
2811     0.053
2812     0.101
2857     0.036
2885     0.022
2893     0.053
2934     0.043
2946     0.06
2953     0.107
2967     0.151
2981     0.034
2998     0.063
3040     0.053
3121     0.063
3134     0.044
3199     0.063
3250     0.045
3257     0.043
3274     0.032
3287     0.091
3379     0.221
3422     0.053
3440     0.05
3449     0.036
3468     0.063
3469     0.057
3470     0.057
3503     0.047
3510     0.063
3544     0.063
3589     0.033
3618     0.035
3649     0.189
3681     0.05
3685     0.043
3693     0.077
3696     0.038
3707     0.064
3709     0.05
3711     0.043
3717     0.03
3731     0.044
3749     0.034
3764     0.024
3773     0.039
