53
t_index  tf-idf
2     0.002
34     0.063
122     0.04
228     0.164
518     0.088
821     0.126
934     0.084
1069     0.067
1163     0.106
1181     0.113
1198     0.055
1224     0.081
1477     0.081
1565     0.113
1568     0.084
1583     0.097
1636     0.101
1670     0.071
1712     0.077
1729     0.048
1761     0.113
1778     0.14
1897     0.097
1943     0.126
2144     0.158
2224     0.099
2318     0.113
2388     0.07
2456     0.065
2492     0.125
2672     0.081
2714     0.049
2857     0.036
2878     0.083
2885     0.044
2981     0.137
3088     0.075
3124     0.15
3290     0.137
3331     0.187
3353     0.091
3356     0.072
3370     0.045
3379     0.53
3438     0.076
3447     0.049
3449     0.073
3589     0.066
3649     0.503
3669     0.071
3688     0.05
3744     0.106
3768     0.057
