107
t_index  tf-idf
64     0.0
76     0.06
111     0.029
122     0.016
173     0.039
200     0.033
255     0.024
280     0.031
316     0.051
379     0.039
450     0.037
452     0.025
490     0.091
546     0.028
600     0.03
690     0.034
737     0.022
757     0.025
770     0.024
848     0.019
895     0.035
946     0.051
979     0.041
1006     0.029
1062     0.027
1150     0.059
1211     0.051
1290     0.04
1292     0.046
1310     0.043
1343     0.043
1377     0.039
1447     0.026
1528     0.471
1529     0.029
1552     0.035
1565     0.549
1590     0.021
1602     0.1
1606     0.035
1651     0.038
1692     0.064
1713     0.041
1753     0.043
1835     0.032
1857     0.051
1876     0.018
1899     0.027
1902     0.051
1947     0.051
2056     0.03
2095     0.023
2144     0.021
2154     0.053
2158     0.041
2201     0.019
2204     0.028
2271     0.037
2380     0.022
2400     0.033
2445     0.046
2484     0.024
2489     0.117
2496     0.029
2518     0.01
2534     0.021
2587     0.031
2620     0.101
2621     0.051
2626     0.033
2690     0.051
2691     0.062
2742     0.033
2747     0.033
2846     0.025
2847     0.059
2857     0.059
2881     0.019
2885     0.018
2926     0.039
2930     0.023
2953     0.029
2998     0.101
3047     0.026
3065     0.051
3153     0.101
3181     0.032
3187     0.033
3209     0.034
3256     0.051
3265     0.021
3344     0.046
3371     0.137
3379     0.107
3381     0.037
3401     0.024
3414     0.021
3439     0.027
3449     0.029
3457     0.039
3542     0.046
3563     0.022
3589     0.027
3635     0.031
3649     0.507
3731     0.036
3764     0.019
