42
t_index  tf-idf
19     0.003
45     0.148
74     0.137
122     0.066
212     0.134
379     0.157
474     0.164
602     0.137
667     0.123
737     0.179
757     0.101
864     0.148
1042     0.14
1063     0.125
1150     0.118
1343     0.172
1528     0.172
1590     0.084
1622     0.172
1745     0.125
1913     0.157
2053     0.152
2154     0.107
2380     0.09
2489     0.284
2518     0.041
2521     0.079
2587     0.494
2626     0.134
2652     0.144
2691     0.125
2753     0.108
2847     0.08
2885     0.071
2953     0.115
3145     0.118
3256     0.204
3451     0.094
3635     0.123
3649     0.204
3687     0.087
3764     0.078
