34
t_index  tf-idf
33     0.006
191     0.157
458     0.231
475     0.133
518     0.18
589     0.176
1112     0.122
1332     0.128
1343     0.216
1416     0.132
1528     0.216
1608     0.119
1748     0.123
1749     0.231
1876     0.089
1894     0.216
1959     0.216
1970     0.216
2309     0.108
2389     0.157
2464     0.319
2506     0.101
2801     0.168
2835     0.13
2857     0.074
2938     0.197
3102     0.197
3105     0.168
3181     0.081
3217     0.133
3379     0.18
3449     0.148
3513     0.256
3749     0.137
