44
t_index  tf-idf
31     0.004
448     0.109
464     0.183
542     0.174
655     0.145
725     0.217
737     0.095
800     0.161
864     0.156
1118     0.195
1144     0.101
1203     0.174
1240     0.183
1281     0.115
1487     0.167
1533     0.161
1587     0.142
1590     0.089
1606     0.149
1876     0.075
1913     0.167
2040     0.11
2138     0.348
2314     0.156
2380     0.095
2413     0.142
2463     0.183
2478     0.107
2506     0.086
2523     0.152
2534     0.088
2586     0.145
2819     0.167
2885     0.076
2946     0.104
2977     0.096
3108     0.183
3187     0.142
3277     0.217
3282     0.156
3344     0.195
3374     0.096
3528     0.07
3707     0.109
