93
t_index  tf-idf
6     0.001
27     0.055
60     0.041
111     0.043
130     0.041
163     0.036
240     0.055
241     0.067
292     0.05
293     0.066
391     0.073
407     0.046
536     0.091
540     0.053
608     0.057
653     0.062
679     0.073
730     0.035
768     0.062
770     0.035
816     0.062
846     0.073
865     0.052
876     0.039
935     0.059
979     0.118
1080     0.073
1147     0.073
1217     0.047
1282     0.073
1290     0.058
1298     0.066
1374     0.073
1456     0.048
1528     0.557
1564     0.073
1565     0.264
1682     0.066
1789     0.147
1802     0.062
1815     0.066
1876     0.076
1879     0.091
1962     0.053
1983     0.038
1994     0.042
2009     0.062
2144     0.092
2226     0.041
2231     0.147
2273     0.073
2294     0.062
2303     0.092
2321     0.045
2405     0.05
2429     0.066
2440     0.103
2456     0.038
2460     0.098
2540     0.109
2606     0.073
2609     0.057
2623     0.073
2664     0.073
2827     0.043
2847     0.029
2856     0.247
2857     0.149
2870     0.103
2885     0.026
2931     0.073
3026     0.046
3045     0.066
3057     0.087
3071     0.048
3084     0.059
3112     0.059
3119     0.147
3179     0.193
3317     0.039
3386     0.055
3387     0.066
3449     0.043
3490     0.034
3507     0.073
3515     0.073
3649     0.294
3662     0.091
3688     0.029
3705     0.046
3749     0.078
3760     0.062
3771     0.066
