48
t_index  tf-idf
92     0.004
228     0.238
347     0.104
374     0.06
497     0.095
611     0.115
640     0.047
665     0.164
703     0.115
852     0.235
1171     0.115
1281     0.193
1409     0.14
1565     0.164
1651     0.136
1661     0.136
1729     0.069
1800     0.263
1823     0.119
1893     0.104
1951     0.103
2063     0.128
2120     0.132
2200     0.108
2243     0.128
2284     0.06
2421     0.066
2456     0.094
2518     0.11
2556     0.12
2601     0.154
2738     0.104
2854     0.164
2857     0.053
2860     0.064
2885     0.127
2970     0.112
3184     0.125
3258     0.103
3379     0.512
3438     0.11
3528     0.059
3587     0.044
3590     0.052
3617     0.107
3649     0.182
3687     0.078
3767     0.063
