104
t_index  tf-idf
34     0.002
50     0.067
111     0.101
134     0.065
176     0.063
198     0.054
228     0.114
243     0.042
309     0.05
335     0.13
337     0.087
364     0.107
374     0.087
497     0.046
587     0.087
600     0.052
640     0.045
764     0.037
917     0.065
950     0.087
952     0.078
962     0.073
1020     0.057
1053     0.07
1100     0.061
1148     0.087
1185     0.07
1198     0.038
1212     0.087
1290     0.034
1326     0.078
1332     0.044
1336     0.037
1483     0.078
1528     0.22
1565     0.078
1610     0.038
1636     0.14
1637     0.07
1638     0.061
1670     0.049
1704     0.057
1724     0.065
1729     0.166
1732     0.067
1823     0.028
1876     0.03
1893     0.05
1897     0.134
1935     0.058
1964     0.067
2000     0.047
2064     0.085
2095     0.04
2107     0.146
2144     0.037
2182     0.073
2189     0.06
2196     0.078
2225     0.147
2284     0.029
2298     0.063
2314     0.063
2320     0.065
2321     0.053
2337     0.055
2444     0.078
2447     0.073
2492     0.043
2497     0.122
2516     0.078
2529     0.169
2574     0.087
2595     0.049
2601     0.073
2672     0.056
2687     0.061
2709     0.087
2714     0.034
2857     0.101
2860     0.031
2882     0.112
2885     0.061
2924     0.05
2934     0.06
3007     0.079
3088     0.052
3128     0.073
3192     0.087
3258     0.049
3344     0.078
3379     0.245
3397     0.07
3438     0.105
3528     0.028
3566     0.067
3590     0.025
3612     0.14
3649     0.523
3663     0.049
3670     0.042
3749     0.047
3767     0.03
3768     0.197
