147
t_index  tf-idf
16     0.0
41     0.059
45     0.05
136     0.05
149     0.037
164     0.054
165     0.045
190     0.044
198     0.043
264     0.059
289     0.047
292     0.048
295     0.044
301     0.043
353     0.049
436     0.137
465     0.064
475     0.036
482     0.036
487     0.052
522     0.092
613     0.036
667     0.042
735     0.063
764     0.029
805     0.191
848     0.026
878     0.041
890     0.043
894     0.085
897     0.07
1006     0.04
1083     0.101
1094     0.056
1161     0.097
1162     0.048
1173     0.07
1224     0.045
1256     0.132
1272     0.045
1387     0.054
1391     0.059
1396     0.056
1409     0.054
1410     0.063
1472     0.07
1528     0.294
1534     0.049
1544     0.059
1565     0.188
1625     0.119
1679     0.047
1705     0.063
1780     0.04
1786     0.063
1843     0.215
1898     0.068
1936     0.056
1960     0.063
2012     0.147
2027     0.101
2040     0.035
2099     0.176
2169     0.077
2193     0.035
2205     0.059
2213     0.139
2254     0.054
2282     0.054
2302     0.052
2306     0.054
2309     0.118
2321     0.043
2337     0.044
2384     0.121
2400     0.045
2421     0.051
2478     0.171
2480     0.07
2491     0.047
2502     0.063
2506     0.055
2507     0.063
2518     0.028
2570     0.075
2608     0.063
2634     0.039
2697     0.063
2714     0.027
2742     0.045
2746     0.054
2755     0.056
2781     0.059
2804     0.049
2839     0.038
2857     0.02
2885     0.024
2935     0.063
2957     0.059
2961     0.047
2974     0.039
2981     0.076
2998     0.07
3046     0.07
3047     0.036
3080     0.063
3081     0.102
3139     0.056
3152     0.052
3175     0.049
3181     0.066
3184     0.096
3187     0.046
3206     0.049
3209     0.047
3217     0.181
3280     0.059
3317     0.037
3339     0.107
3352     0.09
3379     0.245
3381     0.05
3398     0.104
3401     0.033
3449     0.282
3464     0.047
3466     0.047
3490     0.032
3507     0.07
3520     0.037
3587     0.017
3640     0.107
3643     0.042
3645     0.059
3649     0.139
3651     0.063
3656     0.059
3662     0.043
3663     0.039
3712     0.052
3720     0.039
3730     0.05
3731     0.049
3734     0.098
3749     0.037
3764     0.027
3777     0.036
