41
t_index  tf-idf
41     0.005
111     0.144
229     0.163
450     0.18
475     0.129
482     0.129
584     0.124
590     0.167
613     0.128
625     0.167
667     0.15
777     0.224
876     0.132
1081     0.182
1222     0.224
1424     0.14
1454     0.107
1528     0.21
1898     0.121
1963     0.155
2099     0.09
2103     0.199
2278     0.146
2309     0.21
2389     0.152
2506     0.098
2518     0.05
2616     0.167
2653     0.163
2841     0.224
2974     0.139
3057     0.148
3081     0.091
3222     0.14
3235     0.21
3274     0.253
3432     0.081
3640     0.128
3667     0.15
3720     0.139
3777     0.129
