167
t_index  tf-idf
7     0.001
20     0.036
39     0.041
74     0.039
81     0.034
88     0.199
100     0.041
111     0.134
200     0.076
221     0.043
306     0.073
307     0.031
309     0.034
315     0.116
321     0.049
417     0.036
422     0.041
428     0.037
448     0.029
497     0.061
546     0.032
554     0.041
600     0.034
696     0.049
704     0.042
709     0.058
721     0.052
730     0.055
733     0.035
757     0.029
796     0.244
797     0.045
801     0.072
823     0.041
855     0.098
858     0.037
866     0.038
869     0.058
892     0.042
893     0.028
930     0.046
941     0.058
991     0.058
1014     0.049
1055     0.037
1068     0.045
1081     0.021
1083     0.042
1156     0.089
1208     0.104
1217     0.037
1290     0.023
1338     0.07
1395     0.049
1420     0.029
1451     0.069
1454     0.075
1494     0.058
1528     0.244
1556     0.063
1587     0.038
1610     0.025
1662     0.052
1679     0.039
1683     0.052
1705     0.052
1745     0.036
1843     0.089
1876     0.02
1894     0.049
1899     0.031
1906     0.058
1920     0.038
1921     0.049
1925     0.029
1949     0.042
1964     0.045
1983     0.03
1984     0.042
1993     0.034
2000     0.031
2036     0.058
2056     0.034
2090     0.089
2099     0.188
2107     0.032
2165     0.037
2183     0.046
2193     0.029
2207     0.043
2220     0.044
2284     0.019
2298     0.021
2321     0.036
2436     0.046
2460     0.039
2464     0.036
2481     0.035
2495     0.052
2496     0.033
2506     0.046
2517     0.041
2518     0.058
2521     0.022
2523     0.041
2580     0.041
2587     0.035
2595     0.032
2655     0.209
2718     0.029
2728     0.029
2735     0.058
2737     0.046
2778     0.081
2812     0.139
2835     0.03
2846     0.056
2847     0.068
2857     0.185
2873     0.043
2875     0.058
2885     0.02
2927     0.029
2930     0.027
2950     0.037
2976     0.046
2998     0.232
3081     0.021
3085     0.046
3124     0.034
3132     0.045
3181     0.037
3219     0.058
3257     0.04
3265     0.024
3274     0.059
3282     0.042
3317     0.031
3374     0.026
3379     0.326
3381     0.084
3397     0.046
3405     0.058
3438     0.035
3451     0.027
3481     0.052
3490     0.054
3491     0.035
3500     0.058
3503     0.043
3522     0.046
3523     0.052
3563     0.025
3614     0.038
3618     0.065
3635     0.035
3640     0.03
3649     0.348
3652     0.04
3662     0.036
3663     0.227
3696     0.035
3699     0.033
3705     0.073
3711     0.04
3749     0.062
3778     0.069
