126
t_index  tf-idf
19     0.0
27     0.087
124     0.038
140     0.059
201     0.032
217     0.053
223     0.059
260     0.053
280     0.177
295     0.037
325     0.059
383     0.094
396     0.047
436     0.029
465     0.027
546     0.032
584     0.059
664     0.106
681     0.059
696     0.049
738     0.059
757     0.029
773     0.049
795     0.049
837     0.059
848     0.044
851     0.03
865     0.041
895     0.04
902     0.053
1020     0.039
1035     0.049
1045     0.041
1190     0.032
1232     0.035
1251     0.041
1279     0.025
1283     0.053
1336     0.05
1338     0.035
1350     0.032
1351     0.029
1377     0.023
1424     0.066
1430     0.059
1452     0.041
1454     0.025
1528     0.148
1556     0.064
1565     0.37
1590     0.048
1608     0.055
1651     0.087
1693     0.044
1815     0.053
1899     0.031
1922     0.049
1946     0.041
2005     0.031
2064     0.086
2107     0.033
2204     0.032
2225     0.049
2284     0.019
2292     0.045
2314     0.085
2321     0.072
2337     0.037
2358     0.059
2398     0.047
2421     0.085
2478     0.029
2529     0.038
2558     0.049
2572     0.059
2578     0.146
2590     0.032
2619     0.352
2626     0.039
2634     0.033
2678     0.042
2684     0.053
2714     0.023
2722     0.155
2753     0.031
2832     0.035
2845     0.049
2857     0.034
2883     0.106
2884     0.045
2904     0.053
2917     0.025
2930     0.054
2967     0.047
3020     0.04
3028     0.059
3105     0.039
3152     0.044
3179     0.039
3181     0.019
3201     0.03
3230     0.037
3379     0.206
3396     0.131
3417     0.059
3422     0.074
3449     0.068
3466     0.039
3488     0.045
3490     0.027
3505     0.047
3528     0.019
3594     0.117
3634     0.032
3649     0.528
3652     0.081
3677     0.032
3696     0.035
3699     0.067
3730     0.042
3731     0.041
3740     0.063
3746     0.059
3747     0.044
3749     0.031
3764     0.022
