59
t_index  tf-idf
16     0.001
21     0.125
106     0.161
452     0.048
606     0.1
718     0.07
757     0.05
770     0.142
879     0.049
926     0.072
980     0.241
1042     0.069
1063     0.061
1161     0.046
1171     0.254
1187     0.1
1193     0.069
1219     0.084
1410     0.09
1528     0.253
1565     0.361
1692     0.19
1756     0.069
1875     0.18
1880     0.063
1889     0.206
1914     0.072
2045     0.08
2095     0.046
2137     0.04
2154     0.105
2220     0.076
2271     0.217
2489     0.139
2540     0.075
2559     0.1
2714     0.078
2716     0.077
2846     0.048
2847     0.078
2857     0.058
2885     0.07
2926     0.077
2948     0.077
3145     0.058
3175     0.07
3226     0.066
3341     0.1
3372     0.09
3373     0.09
3379     0.352
3438     0.06
3490     0.046
3491     0.06
3564     0.075
3587     0.024
3637     0.051
3649     0.3
3759     0.084
