41
t_index  tf-idf
208     0.005
243     0.115
268     0.239
274     0.177
367     0.101
465     0.11
522     0.157
598     0.215
757     0.118
823     0.168
857     0.111
926     0.172
945     0.144
1045     0.083
1170     0.215
1184     0.168
1281     0.252
1350     0.13
1488     0.157
1597     0.124
1680     0.103
1721     0.125
1944     0.239
2030     0.273
2590     0.129
2634     0.133
2720     0.157
2804     0.168
2832     0.142
2885     0.083
2918     0.201
3047     0.124
3118     0.201
3181     0.076
3265     0.098
3286     0.115
3439     0.128
3450     0.201
3589     0.125
3699     0.136
3743     0.107
