216
t_index  tf-idf
4     0.001
19     0.027
26     0.025
42     0.032
51     0.042
76     0.025
89     0.06
92     0.042
120     0.042
122     0.055
124     0.055
158     0.038
163     0.042
175     0.032
198     0.026
201     0.023
220     0.038
228     0.042
243     0.02
280     0.026
295     0.027
332     0.036
335     0.032
344     0.031
364     0.026
374     0.042
376     0.033
426     0.029
440     0.038
497     0.022
507     0.038
509     0.042
561     0.028
585     0.034
593     0.127
600     0.025
611     0.027
634     0.025
640     0.044
690     0.028
703     0.027
719     0.042
726     0.042
740     0.033
764     0.018
779     0.042
792     0.07
798     0.026
848     0.016
864     0.031
866     0.028
879     0.042
899     0.05
914     0.017
918     0.038
921     0.042
939     0.036
960     0.042
1024     0.034
1052     0.024
1053     0.034
1097     0.042
1100     0.03
1110     0.042
1193     0.058
1198     0.075
1211     0.042
1224     0.027
1232     0.05
1245     0.036
1281     0.045
1290     0.017
1332     0.042
1334     0.071
1336     0.072
1348     0.034
1351     0.041
1374     0.042
1384     0.038
1406     0.038
1432     0.028
1447     0.022
1454     0.036
1489     0.05
1511     0.06
1528     0.179
1550     0.042
1556     0.069
1587     0.028
1588     0.027
1602     0.028
1606     0.029
1608     0.02
1620     0.03
1670     0.024
1675     0.03
1695     0.041
1712     0.052
1716     0.034
1729     0.016
1745     0.026
1761     0.038
1823     0.028
1878     0.025
1899     0.023
1915     0.038
1933     0.03
1937     0.058
1983     0.022
1988     0.025
2061     0.022
2064     0.021
2085     0.047
2095     0.077
2118     0.022
2120     0.031
2147     0.038
2189     0.029
2200     0.025
2201     0.064
2204     0.023
2224     0.017
2232     0.045
2264     0.026
2284     0.042
2298     0.015
2303     0.018
2314     0.031
2316     0.034
2320     0.032
2321     0.026
2337     0.027
2359     0.036
2413     0.028
2420     0.042
2421     0.031
2432     0.027
2435     0.038
2456     0.022
2478     0.021
2481     0.026
2492     0.042
2496     0.024
2518     0.017
2527     0.031
2556     0.028
2557     0.042
2578     0.026
2595     0.024
2643     0.038
2653     0.028
2672     0.055
2691     0.026
2738     0.024
2782     0.032
2821     0.034
2828     0.038
2835     0.022
2845     0.036
2851     0.034
2857     0.123
2860     0.03
2863     0.042
2882     0.027
2885     0.03
2892     0.034
2927     0.021
2930     0.039
2952     0.026
2954     0.038
3007     0.058
3014     0.034
3047     0.044
3055     0.029
3057     0.025
3080     0.038
3088     0.05
3115     0.027
3124     0.025
3134     0.03
3136     0.033
3181     0.054
3201     0.021
3206     0.06
3258     0.024
3290     0.023
3331     0.032
3370     0.015
3379     0.268
3381     0.031
3387     0.076
3399     0.023
3414     0.035
3417     0.042
3439     0.023
3473     0.032
3490     0.039
3519     0.042
3528     0.014
3563     0.036
3587     0.01
3590     0.012
3610     0.029
3628     0.026
3634     0.023
3649     0.763
3669     0.024
3705     0.027
3717     0.041
3731     0.03
3733     0.028
3740     0.045
3744     0.036
3749     0.045
3767     0.044
3768     0.077
