126
t_index  tf-idf
106     0.001
111     0.047
165     0.053
190     0.052
217     0.074
243     0.196
249     0.082
253     0.054
309     0.142
344     0.059
362     0.118
378     0.138
407     0.102
423     0.069
486     0.054
512     0.049
533     0.063
546     0.045
562     0.074
574     0.061
710     0.138
730     0.039
737     0.036
757     0.041
770     0.039
796     0.069
797     0.252
857     0.038
899     0.096
923     0.054
997     0.059
1006     0.047
1144     0.114
1145     0.177
1224     0.053
1254     0.082
1332     0.041
1385     0.044
1424     0.092
1447     0.085
1477     0.105
1480     0.054
1528     0.069
1556     0.178
1567     0.082
1568     0.055
1597     0.085
1698     0.047
1737     0.163
1800     0.059
1869     0.118
1875     0.074
1879     0.051
1958     0.086
1983     0.042
1994     0.047
2004     0.061
2040     0.083
2056     0.049
2090     0.063
2137     0.033
2138     0.066
2232     0.043
2246     0.066
2264     0.051
2282     0.126
2283     0.036
2284     0.027
2298     0.029
2305     0.05
2342     0.066
2421     0.089
2478     0.161
2481     0.049
2496     0.092
2514     0.051
2517     0.057
2534     0.166
2540     0.061
2541     0.163
2623     0.082
2625     0.069
2650     0.069
2700     0.074
2714     0.032
2721     0.074
2765     0.189
2788     0.082
2799     0.063
2827     0.048
2839     0.045
2857     0.047
2871     0.063
2881     0.062
2885     0.029
2892     0.066
2930     0.038
2933     0.049
2974     0.046
2977     0.108
3022     0.066
3026     0.104
3047     0.042
3152     0.061
3154     0.047
3175     0.057
3207     0.063
3208     0.04
3317     0.043
3374     0.108
3379     0.287
3433     0.138
3438     0.049
3449     0.047
3485     0.061
3490     0.038
3523     0.074
3528     0.053
3563     0.035
3564     0.061
3649     0.245
3662     0.051
3681     0.066
3740     0.044
3748     0.082
3772     0.082
