70
t_index  tf-idf
25     0.003
34     0.114
52     0.087
122     0.036
151     0.087
163     0.055
182     0.068
190     0.071
247     0.113
319     0.09
321     0.095
374     0.037
523     0.068
561     0.074
627     0.052
640     0.029
664     0.204
669     0.087
696     0.095
731     0.181
864     0.081
945     0.068
1042     0.077
1218     0.102
1234     0.067
1346     0.048
1454     0.048
1489     0.066
1528     0.19
1598     0.113
1876     0.039
1903     0.057
2072     0.077
2095     0.051
2165     0.071
2183     0.09
2201     0.085
2311     0.102
2398     0.09
2420     0.056
2432     0.071
2492     0.112
2672     0.291
2678     0.081
2738     0.064
2739     0.087
2747     0.073
2828     0.102
2857     0.065
2882     0.073
2946     0.054
2970     0.138
3007     0.102
3370     0.121
3379     0.396
3381     0.163
3399     0.061
3422     0.048
3438     0.068
3449     0.065
3481     0.102
3589     0.118
3590     0.032
3641     0.102
3649     0.338
3693     0.069
3767     0.039
3768     0.102
3770     0.07
3783     0.338
