38
t_index  tf-idf
21     0.011
34     0.115
175     0.17
228     0.075
335     0.34
364     0.14
374     0.151
383     0.183
390     0.229
622     0.142
1198     0.101
1232     0.136
1590     0.094
1695     0.112
1823     0.074
1858     0.17
1876     0.079
2040     0.116
2061     0.12
2107     0.128
2284     0.075
2314     0.165
2320     0.17
2492     0.113
2518     0.046
2529     0.147
2574     0.229
2860     0.08
2882     0.295
2885     0.16
3290     0.25
3370     0.082
3379     0.161
3438     0.138
3589     0.12
3649     0.229
3767     0.079
3768     0.311
