165
t_index  tf-idf
16     0.0
22     0.039
25     0.035
41     0.044
49     0.047
74     0.035
104     0.073
124     0.033
149     0.083
160     0.036
212     0.034
229     0.034
264     0.087
307     0.028
309     0.06
332     0.044
342     0.039
374     0.017
423     0.044
518     0.036
578     0.047
661     0.029
672     0.034
696     0.044
737     0.045
757     0.077
759     0.047
795     0.044
827     0.052
848     0.019
855     0.044
857     0.024
862     0.036
891     0.052
893     0.025
984     0.047
986     0.083
1081     0.038
1103     0.052
1137     0.04
1144     0.024
1151     0.033
1155     0.047
1217     0.067
1219     0.044
1232     0.092
1243     0.042
1260     0.039
1261     0.047
1273     0.04
1342     0.052
1460     0.036
1528     0.349
1565     0.56
1590     0.021
1610     0.022
1618     0.039
1705     0.047
1741     0.042
1837     0.03
1842     0.052
1843     0.027
1876     0.036
1878     0.03
1893     0.03
1894     0.066
1897     0.04
1920     0.068
1925     0.052
1951     0.029
1960     0.093
1961     0.052
1963     0.032
1993     0.03
1994     0.03
2005     0.054
2027     0.037
2051     0.047
2061     0.027
2071     0.044
2098     0.066
2099     0.205
2169     0.029
2189     0.071
2193     0.026
2197     0.083
2207     0.039
2219     0.039
2220     0.099
2225     0.044
2254     0.04
2298     0.019
2306     0.04
2309     0.022
2321     0.064
2383     0.047
2400     0.1
2421     0.075
2454     0.032
2484     0.024
2487     0.04
2502     0.047
2506     0.041
2518     0.01
2627     0.047
2640     0.042
2674     0.047
2677     0.039
2716     0.04
2717     0.04
2749     0.052
2756     0.052
2857     0.015
2883     0.093
2884     0.04
2885     0.109
2951     0.047
2961     0.035
2981     0.028
2998     0.104
3033     0.052
3081     0.019
3085     0.042
3099     0.052
3143     0.044
3150     0.044
3179     0.034
3181     0.033
3217     0.027
3264     0.052
3274     0.079
3303     0.042
3317     0.027
3321     0.033
3352     0.067
3353     0.037
3370     0.019
3379     0.291
3381     0.037
3386     0.039
3387     0.047
3422     0.022
3438     0.031
3490     0.024
3507     0.052
3520     0.082
3563     0.044
3587     0.013
3589     0.054
3640     0.027
3643     0.063
3649     0.259
3656     0.044
3672     0.039
3688     0.021
3707     0.026
3734     0.036
3743     0.093
3747     0.039
3748     0.052
3749     0.028
3760     0.044
3764     0.02
3777     0.027
3778     0.041
