57
t_index  tf-idf
26     0.002
111     0.226
163     0.096
228     0.128
319     0.156
448     0.099
497     0.102
518     0.137
564     0.176
611     0.123
640     0.051
668     0.176
914     0.081
933     0.112
1231     0.195
1281     0.206
1420     0.099
1439     0.218
1468     0.195
1565     0.176
1596     0.156
1925     0.099
1962     0.141
1967     0.165
2063     0.137
2071     0.165
2193     0.097
2200     0.116
2201     0.074
2282     0.15
2464     0.122
2518     0.039
2521     0.076
2556     0.128
2580     0.137
2718     0.099
2821     0.156
2860     0.068
2885     0.068
2948     0.15
2970     0.12
3105     0.128
3150     0.165
3184     0.134
3206     0.137
3258     0.11
3369     0.12
3379     0.137
3432     0.063
3587     0.047
3590     0.055
3630     0.126
3649     0.195
3677     0.105
3687     0.083
3749     0.104
3775     0.145
