94
t_index  tf-idf
13     0.001
64     0.249
126     0.124
150     0.137
190     0.087
198     0.086
331     0.08
482     0.071
567     0.102
588     0.099
589     0.094
602     0.092
611     0.043
613     0.071
661     0.078
711     0.102
718     0.096
737     0.06
795     0.116
819     0.116
848     0.051
894     0.084
899     0.081
1171     0.087
1217     0.089
1224     0.089
1256     0.087
1273     0.106
1346     0.058
1416     0.071
1528     0.116
1565     0.124
1568     0.092
1570     0.094
1610     0.059
1714     0.116
1729     0.052
1753     0.116
1783     0.137
1800     0.099
1812     0.137
1823     0.045
1876     0.048
1899     0.073
1912     0.096
1964     0.106
2012     0.193
2080     0.102
2199     0.137
2201     0.052
2244     0.124
2284     0.045
2298     0.049
2309     0.058
2321     0.084
2380     0.12
2391     0.124
2487     0.106
2506     0.054
2518     0.138
2521     0.053
2549     0.137
2576     0.094
2586     0.092
2595     0.077
2622     0.137
2626     0.09
2674     0.124
2725     0.124
2747     0.089
2778     0.096
2931     0.137
3022     0.11
3042     0.137
3047     0.071
3144     0.094
3145     0.08
3217     0.142
3287     0.099
3362     0.11
3379     0.096
3381     0.099
3386     0.102
3387     0.124
3459     0.11
3521     0.124
3528     0.088
3589     0.072
3656     0.116
3659     0.099
3707     0.069
3709     0.11
3751     0.177
3764     0.053
