138
t_index  tf-idf
8     0.0
20     0.091
26     0.043
27     0.162
34     0.037
40     0.054
145     0.044
150     0.073
163     0.036
172     0.066
191     0.045
212     0.048
215     0.123
218     0.058
228     0.048
309     0.042
323     0.123
376     0.056
424     0.061
465     0.033
485     0.117
531     0.061
533     0.056
561     0.096
600     0.043
634     0.299
640     0.056
664     0.088
667     0.044
692     0.053
693     0.073
696     0.061
711     0.054
757     0.108
787     0.066
792     0.08
801     0.045
848     0.027
865     0.051
879     0.107
917     0.108
923     0.048
952     0.066
988     0.066
1030     0.058
1059     0.073
1068     0.056
1169     0.054
1175     0.058
1279     0.031
1343     0.061
1416     0.037
1439     0.041
1511     0.051
1528     0.061
1552     0.1
1559     0.061
1564     0.073
1565     0.131
1670     0.041
1702     0.168
1729     0.083
1781     0.066
1869     0.053
1876     0.025
1893     0.083
1897     0.056
1900     0.091
1951     0.041
2036     0.073
2040     0.037
2049     0.073
2095     0.033
2200     0.043
2201     0.138
2220     0.083
2283     0.129
2284     0.096
2298     0.131
2321     0.089
2337     0.046
2378     0.066
2420     0.036
2428     0.058
2432     0.046
2456     0.075
2496     0.041
2497     0.153
2510     0.061
2514     0.045
2522     0.054
2524     0.054
2577     0.073
2601     0.061
2634     0.041
2643     0.066
2656     0.049
2685     0.056
2691     0.045
2714     0.142
2738     0.042
2747     0.094
2759     0.178
2801     0.048
2857     0.127
2860     0.026
2881     0.055
2883     0.131
2930     0.1
2931     0.145
2950     0.092
2974     0.041
2979     0.066
3007     0.033
3134     0.051
3258     0.041
3317     0.038
3318     0.056
3370     0.026
3379     0.358
3381     0.053
3422     0.031
3438     0.044
3520     0.038
3590     0.021
3649     0.218
3662     0.136
3670     0.035
3688     0.029
3705     0.046
3711     0.05
3717     0.035
3721     0.058
3740     0.039
3749     0.078
3767     0.025
3770     0.045
3773     0.045
