54
t_index  tf-idf
123     0.003
201     0.117
228     0.071
255     0.101
299     0.217
347     0.124
364     0.133
376     0.167
661     0.123
757     0.216
852     0.14
926     0.157
1171     0.138
1190     0.119
1198     0.096
1249     0.115
1439     0.121
1588     0.138
1618     0.162
1823     0.071
1898     0.106
2095     0.099
2107     0.121
2189     0.149
2201     0.082
2226     0.24
2284     0.071
2406     0.217
2420     0.109
2421     0.079
2432     0.138
2435     0.196
2478     0.107
2492     0.216
2529     0.14
2860     0.076
2880     0.196
2885     0.152
2930     0.1
2952     0.135
3036     0.153
3057     0.129
3218     0.196
3258     0.123
3401     0.104
3490     0.1
3491     0.131
3520     0.115
3528     0.07
3589     0.114
3739     0.128
3751     0.14
3767     0.075
3768     0.098
