129
t_index  tf-idf
16     0.002
28     0.049
74     0.048
100     0.051
111     0.083
126     0.065
145     0.043
159     0.045
165     0.046
169     0.152
207     0.148
219     0.072
306     0.046
423     0.061
467     0.041
471     0.075
495     0.336
502     0.061
525     0.051
571     0.065
601     0.072
613     0.111
665     0.194
757     0.036
784     0.043
857     0.034
869     0.144
893     0.069
942     0.053
952     0.13
962     0.061
991     0.072
1161     0.033
1164     0.061
1169     0.053
1182     0.055
1276     0.061
1284     0.053
1290     0.057
1377     0.028
1416     0.037
1424     0.081
1439     0.04
1455     0.164
1528     0.242
1534     0.051
1556     0.039
1565     0.13
1630     0.121
1649     0.061
1663     0.072
1670     0.041
1719     0.055
1756     0.049
1765     0.107
1778     0.08
1823     0.023
1876     0.025
1878     0.084
1893     0.041
1899     0.038
1913     0.055
1915     0.065
1940     0.045
1966     0.053
1983     0.037
2058     0.038
2063     0.051
2122     0.038
2123     0.072
2137     0.029
2189     0.099
2207     0.053
2219     0.053
2220     0.027
2223     0.052
2254     0.055
2258     0.065
2298     0.026
2389     0.044
2421     0.026
2457     0.038
2474     0.044
2484     0.068
2485     0.055
2506     0.028
2507     0.065
2543     0.065
2576     0.148
2604     0.083
2616     0.048
2652     0.051
2718     0.109
2773     0.065
2811     0.121
2839     0.04
2857     0.104
2885     0.05
2920     0.051
2934     0.049
2946     0.173
2998     0.216
3047     0.075
3115     0.046
3152     0.053
3177     0.053
3181     0.023
3220     0.065
3317     0.038
3334     0.065
3362     0.058
3377     0.041
3379     0.202
3381     0.104
3418     0.072
3445     0.047
3451     0.033
3474     0.058
3564     0.053
3585     0.046
3643     0.087
3649     0.144
3652     0.148
3677     0.078
3705     0.091
3714     0.048
3718     0.194
3735     0.065
3749     0.192
