63
t_index  tf-idf
21     0.002
25     0.085
31     0.106
156     0.126
538     0.091
671     0.097
796     0.106
800     0.094
801     0.079
906     0.089
1103     0.126
1234     0.075
1242     0.114
1332     0.063
1348     0.101
1398     0.114
1416     0.065
1454     0.109
1494     0.126
1528     0.426
1556     0.069
1661     0.094
1683     0.114
1721     0.066
1780     0.073
1843     0.195
1894     0.107
2052     0.126
2066     0.114
2099     0.091
2118     0.067
2136     0.114
2219     0.094
2260     0.097
2282     0.097
2298     0.091
2309     0.107
2364     0.252
2473     0.126
2481     0.076
2484     0.06
2518     0.025
2698     0.126
2714     0.049
2846     0.122
2847     0.098
2857     0.11
2995     0.114
3081     0.046
3181     0.04
3194     0.077
3201     0.064
3222     0.071
3311     0.252
3379     0.089
3432     0.041
3494     0.126
3563     0.108
3649     0.379
3663     0.07
3670     0.061
3699     0.072
3777     0.131
