152
t_index  tf-idf
8     0.0
19     0.033
26     0.061
34     0.13
111     0.06
120     0.051
122     0.05
149     0.027
163     0.025
165     0.033
176     0.074
191     0.031
201     0.055
228     0.017
271     0.051
309     0.03
315     0.051
364     0.126
374     0.017
465     0.024
467     0.029
472     0.046
497     0.054
590     0.034
594     0.037
595     0.041
611     0.016
640     0.053
792     0.028
827     0.051
848     0.019
879     0.051
885     0.051
899     0.03
914     0.042
917     0.038
1002     0.051
1030     0.041
1072     0.051
1100     0.036
1110     0.051
1125     0.04
1198     0.045
1281     0.027
1284     0.038
1297     0.031
1309     0.041
1311     0.046
1317     0.041
1343     0.087
1351     0.1
1489     0.03
1528     0.043
1534     0.036
1552     0.035
1565     0.093
1588     0.065
1590     0.042
1602     0.034
1608     0.024
1610     0.022
1651     0.038
1669     0.13
1695     0.075
1742     0.074
1743     0.04
1823     0.017
1835     0.065
1870     0.041
1894     0.022
1898     0.05
1937     0.035
1946     0.072
1993     0.03
2053     0.038
2107     0.029
2120     0.037
2137     0.021
2193     0.051
2201     0.058
2220     0.02
2272     0.046
2284     0.051
2286     0.041
2298     0.037
2369     0.069
2417     0.076
2420     0.026
2432     0.033
2443     0.04
2456     0.026
2492     0.127
2506     0.02
2518     0.031
2529     0.033
2616     0.034
2653     0.034
2665     0.087
2672     0.033
2678     0.037
2699     0.026
2706     0.037
2782     0.038
2828     0.046
2831     0.046
2845     0.043
2857     0.089
2859     0.051
2860     0.018
2875     0.051
2884     0.04
2909     0.028
2927     0.026
2930     0.024
2935     0.046
2966     0.051
3007     0.14
3036     0.072
3088     0.092
3118     0.043
3127     0.038
3130     0.051
3152     0.153
3206     0.036
3230     0.032
3255     0.046
3256     0.051
3303     0.041
3317     0.027
3321     0.033
3338     0.031
3339     0.04
3370     0.037
3379     0.108
3381     0.037
3414     0.021
3426     0.04
3481     0.046
3503     0.038
3566     0.04
3585     0.033
3590     0.029
3628     0.031
3629     0.036
3649     0.771
3662     0.032
3688     0.021
3707     0.026
3717     0.025
3740     0.027
3762     0.051
3767     0.018
