149
t_index  tf-idf
21     0.0
69     0.056
108     0.045
122     0.022
157     0.054
160     0.048
209     0.07
253     0.046
255     0.032
295     0.044
296     0.049
314     0.07
403     0.07
465     0.064
467     0.04
490     0.063
560     0.052
611     0.044
671     0.054
672     0.137
764     0.029
822     0.07
837     0.07
855     0.059
858     0.088
866     0.046
871     0.063
897     0.07
939     0.059
973     0.139
996     0.07
1002     0.07
1055     0.09
1056     0.059
1081     0.026
1097     0.07
1112     0.033
1232     0.041
1243     0.056
1246     0.059
1258     0.054
1259     0.07
1290     0.055
1307     0.054
1380     0.063
1395     0.059
1406     0.063
1439     0.078
1447     0.072
1454     0.03
1528     0.294
1556     0.19
1565     0.188
1568     0.047
1581     0.049
1584     0.052
1590     0.029
1597     0.072
1621     0.059
1626     0.063
1665     0.096
1778     0.039
1873     0.049
1876     0.024
1893     0.04
1894     0.059
1901     0.118
1921     0.059
1934     0.07
1940     0.261
1958     0.037
1983     0.036
1994     0.04
2056     0.041
2105     0.052
2165     0.044
2181     0.063
2193     0.035
2224     0.027
2226     0.038
2227     0.209
2244     0.126
2246     0.056
2282     0.054
2283     0.031
2321     0.128
2337     0.044
2354     0.139
2359     0.059
2399     0.07
2421     0.076
2454     0.043
2484     0.033
2498     0.07
2518     0.028
2570     0.038
2576     0.048
2586     0.047
2595     0.078
2596     0.07
2608     0.063
2611     0.063
2623     0.07
2638     0.07
2688     0.156
2714     0.027
2740     0.05
2742     0.045
2787     0.059
2839     0.077
2857     0.101
2858     0.098
2885     0.049
3039     0.054
3047     0.036
3105     0.046
3112     0.056
3125     0.041
3177     0.052
3181     0.044
3207     0.107
3217     0.036
3293     0.126
3301     0.063
3319     0.063
3321     0.044
3379     0.147
3381     0.101
3387     0.188
3397     0.056
3414     0.029
3422     0.029
3445     0.046
3451     0.032
3468     0.139
3499     0.151
3520     0.037
3528     0.09
3563     0.089
3620     0.102
3621     0.126
3634     0.077
3649     0.209
3662     0.043
3663     0.039
3705     0.044
3711     0.048
3743     0.031
3764     0.027
