61
t_index  tf-idf
132     0.001
198     0.06
201     0.052
243     0.046
255     0.045
465     0.044
487     0.071
574     0.071
613     0.099
705     0.086
748     0.066
796     0.081
822     0.096
829     0.081
847     0.061
899     0.056
1042     0.066
1107     0.221
1197     0.086
1281     0.051
1307     0.074
1424     0.054
1447     0.05
1452     0.135
1528     0.242
1590     0.039
1638     0.067
1823     0.031
1878     0.056
1899     0.051
1958     0.051
2064     0.094
2110     0.059
2151     0.06
2278     0.056
2283     0.17
2298     0.069
2478     0.472
2552     0.077
2595     0.054
2737     0.154
2799     0.148
2857     0.083
2935     0.086
2981     0.052
2998     0.192
3022     0.154
3047     0.05
3115     0.061
3152     0.071
3154     0.055
3179     0.063
3207     0.369
3265     0.039
3321     0.061
3379     0.135
3401     0.138
3438     0.058
3649     0.383
3707     0.048
3711     0.066
