80
t_index  tf-idf
21     0.001
49     0.091
72     0.091
157     0.078
228     0.132
280     0.061
323     0.085
335     0.3
374     0.033
482     0.052
718     0.071
730     0.048
757     0.15
764     0.085
914     0.042
925     0.053
935     0.081
1068     0.078
1162     0.138
1168     0.101
1251     0.142
1278     0.091
1431     0.075
1441     0.101
1454     0.043
1478     0.069
1480     0.066
1509     0.075
1511     0.071
1528     0.509
1565     0.181
1615     0.085
1691     0.091
1704     0.066
1721     0.053
1858     0.225
1894     0.085
1935     0.135
1941     0.064
1958     0.107
1964     0.078
1994     0.058
2098     0.064
2205     0.085
2228     0.201
2320     0.075
2321     0.123
2421     0.037
2504     0.091
2573     0.085
2626     0.066
2741     0.101
2746     0.078
2796     0.101
2802     0.101
2885     0.035
2992     0.101
3045     0.091
3181     0.032
3221     0.091
3222     0.057
3232     0.073
3290     0.055
3320     0.101
3321     0.064
3331     0.075
3339     0.078
3369     0.062
3370     0.036
3379     0.212
3381     0.073
3397     0.081
3455     0.075
3503     0.075
3563     0.086
3587     0.024
3667     0.061
3743     0.045
3745     0.078
3764     0.039
