tt0468569
movie_id       cosine_similarity   
tt0105112      0.083040            
tt1204975      0.044491            
tt0243655      0.039539            
tt0040897      0.103552            
tt0126886      0.000000            
tt0286716      0.156885            
tt0090605      0.042012            
tt0243155      0.026105            
tt0121765      0.070103            
tt0443453      0.024677            
tt0107131      0.008366            
tt0110364      0.041142            
tt0450259      0.021400            
tt0143145      0.039497            
tt0435625      0.022581            
tt0343818      0.056274            
tt0120815      0.081040            
tt0253754      0.062040            
tt1951264      0.077538            
tt0118849      0.045120            
tt0120783      0.022946            
tt0114814      0.100733            
tt0101700      0.057211            
tt0377092      0.023564            
tt0102768      0.065261            
tt1259521      0.000000            
tt2084970      0.000000            
tt0108399      0.062179            
tt0017136      0.047451            
tt2356777      0.030689            
tt0215750      0.101422            
tt0082096      0.000000            
tt0408985      0.036652            
tt0107822      0.033622            
tt1120985      0.047798            
tt0018455      0.070388            
tt0499448      0.033636            
tt0133152      0.046170            
tt1289401      0.019234            
tt2101441      0.009095            
tt0475784      0.019519            
tt1536537      0.043940            
tt0113957      0.014220            
tt0100507      0.092921            
tt0302886      0.047524            
tt0460681      0.119866            
tt3011894      0.040192            
tt0114319      0.010728            
tt3748528      0.022428            
tt0107207      0.052737            
tt0120363      0.111308            
tt0109707      0.017280            
tt0103893      0.060364            
tt1217209      0.061799            
tt0116126      0.051600            
tt0140352      0.043739            
tt0406375      0.027946            
tt0120794      0.054516            
tt3659388      0.037717            
tt0160127      0.052664            
tt0103772      0.037078            
tt0099810      0.055946            
tt0116705      0.083137            
tt0298148      0.007209            
tt0351283      0.011837            
tt0102744      0.048332            
tt1298650      0.094136            
tt1187064      0.028278            
tt0149261      0.072599            
tt0106977      0.069179            
tt0452594      0.043068            
tt2660888      0.069902            
tt0103064      0.002318            
tt0959337      0.060413            
tt0295700      0.007482            
tt0107048      0.086022            
tt0416320      0.072913            
tt0353969      0.016241            
tt0405159      0.034200            
tt1781769      0.029872            
tt0337741      0.008988            
tt0120828      0.016980            
tt0120903      0.027060            
tt0232500      0.017003            
tt0113442      0.131050            
tt0396171      0.061408            
tt0458352      0.021937            
tt1392190      0.021864            
tt0458339      0.065176            
tt0110322      0.014076            
tt0324216      0.060172            
tt0382625      0.034027            
tt0101545      0.054350            
tt0360486      0.096149            
tt0129290      0.020010            
tt1228705      0.059669            
tt1430132      0.129139            
tt0133093      0.047375            
tt0103241      0.041098            
tt0230011      0.155001            
tt0887912      0.071255            
tt0376994      0.042198            
tt0101889      0.081182            
tt0106582      0.028882            
tt1591095      0.042261            
tt5439796      0.036012            
tt0408236      0.102002            
tt0117218      0.009400            
tt1355644      0.052858            
tt5580390      0.041128            
tt0461770      0.035765            
tt0038650      0.116211            
tt0234215      0.041363            
tt1091191      0.009523            
tt0117666      0.018213            
tt0765429      0.099103            
tt0116996      0.014875            
tt0319061      0.046727            
tt0050783      0.013750            
tt0118749      0.089306            
tt0340855      0.020683            
tt0046912      0.133794            
tt2262227      0.035176            
tt0107362      0.107396            
tt0369436      0.050179            
tt1673434      0.066810            
tt0469494      0.048488            
tt5247022      0.097546            
tt2089750      0.143373            
tt0087544      0.012420            
tt1663662      0.074970            
tt0109045      0.021307            
tt0418832      0.047280            
tt1860357      0.068199            
tt0389860      0.051000            
tt0184858      0.028798            
tt0104990      0.008379            
tt2042568      0.062119            
tt0241527      0.123845            
tt0285742      0.027334            
tt1496422      0.057472            
tt0120744      0.027492            
tt1840309      0.069890            
tt0119396      0.000000            
tt0988045      0.113840            
tt0253867      0.081034            
tt0130236      0.064428            
tt0138704      0.072414            
tt2543472      0.132361            
tt0102057      0.045820            
tt2239822      0.023356            
tt0398808      0.146051            
tt1172570      0.049333            
tt0416449      0.019261            
tt0187078      0.083548            
tt0114614      0.037259            
tt0264796      0.113845            
tt0210945      0.034739            
tt0277296      0.096116            
tt0122151      0.044368            
tt0125439      0.035724            
tt0060107      0.000000            
tt0119643      0.058875            
tt0120623      0.103001            
tt0086879      0.094565            
tt0119683      0.000000            
tt0298203      0.034352            
tt0268380      0.020112            
tt5867800      0.051888            
tt0183505      0.077093            
tt0277027      0.040350            
tt3631112      0.091882            
tt0120611      0.008600            
tt0181865      0.016626            
tt0414993      0.051632            
tt0103112      0.040285            
tt1490017      0.013806            
tt4061010      0.041464            
tt0106611      0.009984            
tt1386697      0.000000            
tt1748122      0.031614            
tt0758746      0.069960            
tt0119256      0.144894            
tt2322441      0.011220            
tt0117571      0.003599            
tt0120577      0.013433            
tt0116282      0.063183            
tt1798603      0.067116            
tt0104348      0.000000            
tt2872718      0.029486            
tt0070735      0.020400            
tt2713180      0.021900            
tt1872181      0.102805            
tt0104454      0.011832            
tt2015381      0.037382            
tt1649419      0.015030            
tt0388795      0.044297            
tt0120586      0.055999            
tt0046911      0.118253            
tt0099674      0.018260            
tt1077368      0.152534            
tt0335266      0.086828            
tt0118715      0.088907            
tt0314331      0.065927            
tt1936532      0.000000            
tt0170016      0.043979            
tt1601913      0.062580            
tt2140479      0.056383            
tt1583421      0.000000            
tt0212985      0.060151            
tt0356150      0.067057            
tt3289956      0.042656            
tt0119217      0.081678            
tt0395699      0.051369            
tt0104694      0.044800            
tt0357413      0.035245            
tt0304669      0.109651            
tt2338151      0.056692            
tt0118799      0.044192            
tt0364845      0.039179            
tt0109279      0.042500            
tt3521126      0.013483            
tt1596363      0.098165            
tt0322259      0.050196            
tt2194499      0.073485            
tt1735898      0.026074            
tt3079380      0.000000            
tt0482606      0.000000            
tt2397535      0.122336            
tt2245084      0.034512            
tt1074638      0.038583            
tt0041959      0.086491            
tt0405508      0.026386            
tt0411477      0.045435            
tt1758810      0.032142            
tt0114898      0.013152            
tt0257106      0.000000            
tt0115571      0.045124            
tt1130884      0.093973            
tt2226597      0.000000            
tt0150377      0.012980            
tt0451279      0.013334            
tt0146336      0.021269            
tt2395427      0.035235            
tt0110912      0.000000            
tt0106519      0.048304            
tt0101316      0.058956            
tt0099653      0.021641            
tt5109784      0.000000            
tt0800369      0.019800            
tt0099348      0.049600            
tt0110729      0.028969            
tt0892769      0.168278            
tt2024544      0.029270            
tt0118655      0.079944            
tt0117705      0.053577            
tt0209958      0.029468            
tt0113321      0.018029            
tt0111756      0.000000            
tt1255953      0.000000            
tt0307987      0.078245            
tt0330793      0.152117            
tt0384537      0.027636            
tt1219289      0.143333            
tt0050986      0.133526            
tt0432283      0.074461            
tt0084787      0.057067            
tt0436697      0.044402            
tt0175880      0.006650            
tt0107688      0.077885            
tt1631867      0.054440            
tt0486583      0.054076            
tt1401143      0.076690            
tt0478304      0.017136            
tt0485947      0.124481            
tt1386588      0.016522            
tt0099566      0.092773            
tt0100150      0.000000            
tt0103786      0.011100            
tt0119313      0.036535            
tt0102975      0.017154            
tt1724970      0.000000            
tt0832266      0.055193            
tt1485796      0.014230            
tt0117665      0.036262            
tt0088763      0.020584            
tt0266697      0.002440            
tt0104545      0.025482            
tt0031679      0.009200            
tt0111257      0.061936            
tt0866439      0.064375            
tt0964517      0.000000            
tt1375670      0.043261            
tt1637688      0.065562            
tt0044741      0.095452            
tt0101757      0.022499            
tt0762121      0.044920            
tt0983193      0.055382            
tt0196229      0.141869            
tt1670345      0.018667            
tt0454848      0.029600            
tt1528854      0.109258            
tt0134119      0.035652            
tt0452046      0.038925            
tt0478311      0.056780            
tt0120382      0.046155            
tt0106697      0.077686            
tt2820852      0.092719            
tt0109635      0.008113            
tt0144117      0.025900            
tt2802144      0.143632            
tt0332280      0.030394            
tt0795421      0.029884            
tt2305051      0.025922            
tt1853728      0.108152            
tt0110168      0.016053            
tt0119094      0.073166            
tt0155753      0.043150            
tt1282140      0.000000            
tt1267297      0.050176            
tt0022100      0.019216            
tt5311514      0.043736            
tt0112462      0.228643            
tt1800241      0.035130            
tt0213149      0.032002            
tt0203259      0.079086            
tt5715874      0.066244            
tt0078748      0.043721            
tt3890160      0.098083            
tt0116191      0.000000            
tt0293815      0.106784            
tt4263482      0.054848            
tt0052311      0.046043            
tt0107290      0.104021            
tt0100758      0.091143            
tt0133751      0.015931            
tt1661199      0.000000            
tt0096283      0.026522            
tt0119081      0.036183            
tt0100802      0.037148            
tt0187393      0.028388            
tt0108358      0.096716            
tt0076759      0.000000            
tt0186151      0.101668            
tt0117765      0.013500            
tt0106701      0.012400            
tt0790636      0.143208            
tt1210166      0.029100            
tt2527336      0.030545            
tt0144084      0.055500            
tt0115736      0.088467            
tt0120689      0.000000            
tt1659337      0.075951            
tt0120347      0.102065            
tt0087884      0.038800            
tt0116629      0.050262            
tt0378194      0.032815            
tt0104940      0.017100            
tt0107438      0.033642            
tt0120663      0.110441            
tt1578873      0.053255            
tt3532216      0.037228            
tt0309987      0.038540            
tt0108160      0.061584            
tt1379182      0.055228            
tt3332064      0.048230            
tt0074958      0.000000            
tt0383534      0.051249            
tt0113855      0.058444            
tt0105156      0.008058            
tt0332379      0.065832            
tt0105275      0.000000            
tt0118617      0.028161            
tt1809398      0.015552            
tt6868216      0.028809            
tt2279339      0.019773            
tt0238380      0.044634            
tt0062622      0.082872            
tt0071562      0.068007            
tt0482571      0.032418            
tt0780504      0.069906            
tt2180411      0.039766            
tt1454468      0.000000            
tt0116287      0.125553            
tt0113627      0.106320            
tt4209788      0.047779            
tt0317219      0.015066            
tt0120863      0.019370            
tt0079944      0.032516            
tt0119488      0.032524            
tt0442933      0.042055            
tt0107120      0.005246            
tt0118998      0.045725            
tt0496806      0.024835            
tt1321511      0.033160            
tt1504320      0.084396            
tt1528100      0.071992            
tt0106856      0.121584            
tt1615065      0.032043            
tt0107211      0.053418            
tt0110478      0.091177            
tt0212346      0.029907            
tt2234155      0.022052            
tt0217505      0.099467            
tt0185937      0.005063            
tt0349683      0.000000            
tt0356910      0.003965            
tt0386588      0.043989            
tt0099871      0.018620            
tt0046268      0.035718            
tt0371724      0.067248            
tt0021749      0.073824            
tt0102685      0.029388            
tt0204946      0.099943            
tt5726616      0.074256            
tt0162222      0.028300            
tt0218967      0.141282            
tt4622512      0.061822            
tt0207201      0.126170            
tt1446192      0.034968            
tt0099141      0.012499            
tt1796960      0.064129            
tt0388419      0.053782            
tt0047296      0.097819            
tt0443706      0.010440            
tt0120888      0.067095            
tt0454945      0.049217            
tt0266915      0.082506            
tt3530002      0.037593            
tt0100405      0.089670            
tt0036775      0.014453            
tt0413267      0.025827            
tt0108333      0.029920            
tt0102492      0.007980            
tt0446029      0.083246            
tt0055630      0.049858            
tt0206634      0.008989            
tt0056172      0.032037            
tt0054215      0.030237            
tt0175142      0.028906            
tt0409459      0.009345            
tt0387808      0.096994            
tt0105665      0.033266            
tt0277434      0.048814            
tt0078788      0.064959            
tt3920596      0.009443            
tt1253863      0.016776            
tt0100404      0.076580            
tt0489099      0.066409            
tt2582802      0.000000            
tt0117998      0.012000            
tt0347149      0.050304            
tt0108255      0.028608            
tt0250494      0.060166            
tt0221027      0.121201            
tt0756683      0.045150            
tt1032755      0.006300            
tt0114852      0.032482            
tt0105121      0.059211            
tt0116367      0.043576            
tt5294550      0.055647            
tt0190590      0.040081            
tt0312528      0.010600            
tt1433207      0.055426            
tt0477348      0.066579            
tt0161081      0.024314            
tt0463985      0.041700            
tt0211915      0.023268            
tt0116231      0.098436            
tt1570728      0.033525            
tt1606378      0.064212            
tt0092067      0.050613            
tt0316654      0.093075            
tt2094766      0.075419            
tt2203939      0.036266            
tt0822854      0.043466            
tt1615160      0.078844            
tt1029234      0.015055            
tt2955096      0.073132            
tt0060196      0.029980            
tt0435705      0.064880            
tt1560747      0.078272            
tt1152836      0.156960            
tt2543164      0.022648            
tt1211837      0.009443            
tt0800320      0.054144            
tt2316411      0.077492            
tt0299658      0.030011            
