tt1397514
movie_id       cosine_similarity   
tt0105112      0.239374            
tt1204975      0.048258            
tt0243655      0.134728            
tt0040897      0.084344            
tt0126886      0.038752            
tt0286716      0.238278            
tt0090605      0.085693            
tt0243155      0.027861            
tt0121765      0.154569            
tt0443453      0.098840            
tt0107131      0.047576            
tt0110364      0.062675            
tt0450259      0.145712            
tt0143145      0.099648            
tt0435625      0.000000            
tt0343818      0.101882            
tt0120815      0.207098            
tt0253754      0.160897            
tt1951264      0.178298            
tt0118849      0.000000            
tt0120783      0.086912            
tt0114814      0.148560            
tt0101700      0.210056            
tt0377092      0.049936            
tt0102768      0.162019            
tt1259521      0.021960            
tt2084970      0.063820            
tt0108399      0.081463            
tt0017136      0.177721            
tt2356777      0.121658            
tt0215750      0.125618            
tt0082096      0.097918            
tt0408985      0.035756            
tt0107822      0.128091            
tt1120985      0.082794            
tt0018455      0.154738            
tt0499448      0.133275            
tt0133152      0.125292            
tt1289401      0.000000            
tt2101441      0.085576            
tt0475784      0.095633            
tt1536537      0.089922            
tt0113957      0.000000            
tt0100507      0.197507            
tt0302886      0.058651            
tt0460681      0.153496            
tt3011894      0.096520            
tt0114319      0.041731            
tt3748528      0.075176            
tt0107207      0.201348            
tt0120363      0.171992            
tt0109707      0.074853            
tt0103893      0.095145            
tt1217209      0.048360            
tt0116126      0.141734            
tt0140352      0.099148            
tt0406375      0.117159            
tt0120794      0.104395            
tt3659388      0.151047            
tt0160127      0.043769            
tt0103772      0.166213            
tt0099810      0.041912            
tt0116705      0.183043            
tt0298148      0.082383            
tt0351283      0.156137            
tt0102744      0.118266            
tt1298650      0.166800            
tt1187064      0.130163            
tt0149261      0.063549            
tt0106977      0.104873            
tt0452594      0.089309            
tt2660888      0.046409            
tt0103064      0.095942            
tt0959337      0.086437            
tt0295700      0.058225            
tt0107048      0.232326            
tt0416320      0.198532            
tt0353969      0.158155            
tt0405159      0.090414            
tt1781769      0.065934            
tt0337741      0.045672            
tt0120828      0.111109            
tt0120903      0.088808            
tt0232500      0.009638            
tt0113442      0.104028            
tt0396171      0.067019            
tt0458352      0.082570            
tt1392190      0.058474            
tt0458339      0.209541            
tt0110322      0.048786            
tt0324216      0.056641            
tt0382625      0.100871            
tt0101545      0.158920            
tt0360486      0.289269            
tt0129290      0.066439            
tt1228705      0.013248            
tt1430132      0.237713            
tt0133093      0.145074            
tt0103241      0.134628            
tt0230011      0.259129            
tt0887912      0.066756            
tt0376994      0.150751            
tt0101889      0.106715            
tt0106582      0.155158            
tt1591095      0.117726            
tt5439796      0.178878            
tt0408236      0.199681            
tt0117218      0.015698            
tt1355644      0.101333            
tt5580390      0.082605            
tt0461770      0.122730            
tt0038650      0.239614            
tt0234215      0.069272            
tt1091191      0.011049            
tt0117666      0.130493            
tt0765429      0.103437            
tt0116996      0.124535            
tt0319061      0.114119            
tt0050783      0.039762            
tt0118749      0.252913            
tt0340855      0.058448            
tt0046912      0.258635            
tt2262227      0.143562            
tt0107362      0.159371            
tt0369436      0.129680            
tt1673434      0.151430            
tt0469494      0.088639            
tt5247022      0.152839            
tt2089750      0.146233            
tt0087544      0.076812            
tt1663662      0.048212            
tt0109045      0.151623            
tt0418832      0.159168            
tt1860357      0.114440            
tt0389860      0.154034            
tt0184858      0.152420            
tt0104990      0.000000            
tt2042568      0.096930            
tt0241527      0.283112            
tt0285742      0.159334            
tt1496422      0.042392            
tt0120744      0.178147            
tt1840309      0.155126            
tt0119396      0.004758            
tt0988045      0.128379            
tt0253867      0.174025            
tt0130236      0.027720            
tt0138704      0.159626            
tt2543472      0.082055            
tt0102057      0.060607            
tt2239822      0.112500            
tt0398808      0.228399            
tt1172570      0.084700            
tt0416449      0.040408            
tt0187078      0.085044            
tt0114614      0.103435            
tt0264796      0.228843            
tt0210945      0.080415            
tt0277296      0.074285            
tt0122151      0.000000            
tt0125439      0.136784            
tt0060107      0.000000            
tt0119643      0.104169            
tt0120623      0.180186            
tt0086879      0.216850            
tt0119683      0.014396            
tt0298203      0.162699            
tt0268380      0.000000            
tt5867800      0.084403            
tt0183505      0.185753            
tt0277027      0.106808            
tt3631112      0.055959            
tt0120611      0.082363            
tt0181865      0.000000            
tt0414993      0.064877            
tt0103112      0.169279            
tt1490017      0.090536            
tt4061010      0.034992            
tt0106611      0.060509            
tt1386697      0.008265            
tt1748122      0.047748            
tt0758746      0.107478            
tt0119256      0.256801            
tt2322441      0.040406            
tt0117571      0.010616            
tt0120577      0.000000            
tt0116282      0.147530            
tt1798603      0.000000            
tt0104348      0.106222            
tt2872718      0.127407            
tt0070735      0.159204            
tt2713180      0.051085            
tt1872181      0.137348            
tt0104454      0.049520            
tt2015381      0.055640            
tt1649419      0.077349            
tt0388795      0.038194            
tt0120586      0.118374            
tt0046911      0.109927            
tt0099674      0.056102            
tt1077368      0.283357            
tt0335266      0.255823            
tt0118715      0.211879            
tt0314331      0.223550            
tt1936532      0.063522            
tt0170016      0.100256            
tt1601913      0.137895            
tt2140479      0.112964            
tt1583421      0.041693            
tt0212985      0.157192            
tt0356150      0.241371            
tt3289956      0.077931            
tt0119217      0.063520            
tt0395699      0.097857            
tt0104694      0.159681            
tt0357413      0.115694            
tt0304669      0.136333            
tt2338151      0.181600            
tt0118799      0.131489            
tt0364845      0.094112            
tt0109279      0.083663            
tt3521126      0.011259            
tt1596363      0.173354            
tt0322259      0.000000            
tt2194499      0.108742            
tt1735898      0.070940            
tt3079380      0.082175            
tt0482606      0.066866            
tt2397535      0.133342            
tt2245084      0.018370            
tt1074638      0.075014            
tt0041959      0.144028            
tt0405508      0.088229            
tt0411477      0.149336            
tt1758810      0.066953            
tt0114898      0.051381            
tt0257106      0.086155            
tt0115571      0.122812            
tt1130884      0.123677            
tt2226597      0.076110            
tt0150377      0.098466            
tt0451279      0.000000            
tt0146336      0.072000            
tt2395427      0.000000            
tt0110912      0.054668            
tt0106519      0.074238            
tt0101316      0.208891            
tt0099653      0.142991            
tt5109784      0.075428            
tt0800369      0.043596            
tt0099348      0.172953            
tt0110729      0.123927            
tt0892769      0.138358            
tt2024544      0.057734            
tt0118655      0.174368            
tt0117705      0.112647            
tt0209958      0.120426            
tt0113321      0.037328            
tt0111756      0.071276            
tt1255953      0.000000            
tt0307987      0.113822            
tt0330793      0.186647            
tt0384537      0.034980            
tt1219289      0.237137            
tt0050986      0.297644            
tt0432283      0.258163            
tt0084787      0.209295            
tt0436697      0.073904            
tt0175880      0.159763            
tt0107688      0.199742            
tt1631867      0.104213            
tt0486583      0.135172            
tt1401143      0.225452            
tt0478304      0.080237            
tt0485947      0.279664            
tt1386588      0.039794            
tt0099566      0.099758            
tt0100150      0.110612            
tt0103786      0.138080            
tt0119313      0.079371            
tt0102975      0.045192            
tt1724970      0.049403            
tt0832266      0.143057            
tt1485796      0.009853            
tt0117665      0.103589            
tt0088763      0.063457            
tt0266697      0.036834            
tt0104545      0.109874            
tt0031679      0.099623            
tt0111257      0.096588            
tt0866439      0.170392            
tt0964517      0.057955            
tt1375670      0.168416            
tt1637688      0.090040            
tt0044741      0.231661            
tt0101757      0.055626            
tt0762121      0.127070            
tt0983193      0.099935            
tt0196229      0.265927            
tt1670345      0.079995            
tt0454848      0.155308            
tt1528854      0.251750            
tt0134119      0.075813            
tt0452046      0.105408            
tt0478311      0.118574            
tt0120382      0.204541            
tt0106697      0.115811            
tt2820852      0.064147            
tt0109635      0.131307            
tt0144117      0.043253            
tt2802144      0.312320            
tt0332280      0.094708            
tt0795421      0.069788            
tt2305051      0.036952            
tt1853728      0.228224            
tt0110168      0.134075            
tt0119094      0.241847            
tt0155753      0.028223            
tt1282140      0.036157            
tt1267297      0.098486            
tt0022100      0.052511            
tt5311514      0.104830            
tt0112462      0.149578            
tt1800241      0.123351            
tt0213149      0.088308            
tt0203259      0.000000            
tt5715874      0.113598            
tt0078748      0.071790            
tt3890160      0.206650            
tt0116191      0.130585            
tt0293815      0.143214            
tt4263482      0.072919            
tt0052311      0.136180            
tt0107290      0.072333            
tt0100758      0.051873            
tt0133751      0.000000            
tt1661199      0.006708            
tt0096283      0.087221            
tt0119081      0.021708            
tt0100802      0.095837            
tt0187393      0.065164            
tt0108358      0.105275            
tt0076759      0.008814            
tt0186151      0.175784            
tt0117765      0.062453            
tt0106701      0.154264            
tt0790636      0.309391            
tt1210166      0.149488            
tt2527336      0.049305            
tt0144084      0.172092            
tt0115736      0.119909            
tt0120689      0.000000            
tt1659337      0.174883            
tt0120347      0.105060            
tt0087884      0.046164            
tt0116629      0.121244            
tt0378194      0.076757            
tt0104940      0.089972            
tt0107438      0.067223            
tt0120663      0.240096            
tt1578873      0.150641            
tt3532216      0.062028            
tt0309987      0.099790            
tt0108160      0.127639            
tt1379182      0.175956            
tt3332064      0.118524            
tt0074958      0.084985            
tt0383534      0.103469            
tt0113855      0.000000            
tt0105156      0.028026            
tt0332379      0.145170            
tt0105275      0.073564            
tt0118617      0.103890            
tt1809398      0.000000            
tt6868216      0.024057            
tt2279339      0.056020            
tt0238380      0.114319            
tt0062622      0.192655            
tt0071562      0.021042            
tt0482571      0.041720            
tt0780504      0.167276            
tt2180411      0.089078            
tt1454468      0.118036            
tt0116287      0.175848            
tt0113627      0.167827            
tt4209788      0.033480            
tt0317219      0.059196            
tt0120863      0.094112            
tt0079944      0.129004            
tt0119488      0.117416            
tt0442933      0.108684            
tt0107120      0.015134            
tt0118998      0.198844            
tt0496806      0.121439            
tt1321511      0.191936            
tt1504320      0.112683            
tt1528100      0.061073            
tt0106856      0.241815            
tt1615065      0.078225            
tt0107211      0.098542            
tt0110478      0.139548            
tt0212346      0.169108            
tt2234155      0.108256            
tt0217505      0.156932            
tt0185937      0.034240            
tt0349683      0.017340            
tt0356910      0.124060            
tt0386588      0.114244            
tt0099871      0.083496            
tt0046268      0.000000            
tt0371724      0.138915            
tt0021749      0.164804            
tt0102685      0.048144            
tt0204946      0.091556            
tt5726616      0.179359            
tt0162222      0.148639            
tt0218967      0.136314            
tt4622512      0.026288            
tt0207201      0.286551            
tt1446192      0.000000            
tt0099141      0.014508            
tt1796960      0.226249            
tt0388419      0.155924            
tt0047296      0.148144            
tt0443706      0.046537            
tt0120888      0.208140            
tt0454945      0.098625            
tt0266915      0.055510            
tt3530002      0.115680            
tt0100405      0.228952            
tt0036775      0.069294            
tt0413267      0.009272            
tt0108333      0.016233            
tt0102492      0.097918            
tt0446029      0.064542            
tt0055630      0.124341            
tt0206634      0.063226            
tt0056172      0.045999            
tt0054215      0.082901            
tt0175142      0.048112            
tt0409459      0.085116            
tt0387808      0.124895            
tt0105665      0.022062            
tt0277434      0.059470            
tt0078788      0.150276            
tt3920596      0.038752            
tt1253863      0.035638            
tt0100404      0.159742            
tt0489099      0.155852            
tt2582802      0.010858            
tt0117998      0.119224            
tt0347149      0.153337            
tt0108255      0.117038            
tt0250494      0.065406            
tt0221027      0.225378            
tt0756683      0.040348            
tt1032755      0.079805            
tt0114852      0.122087            
tt0105121      0.147681            
tt0116367      0.070896            
tt5294550      0.119612            
tt0190590      0.066718            
tt0312528      0.093649            
tt1433207      0.089738            
tt0477348      0.140017            
tt0161081      0.098238            
tt0463985      0.191684            
tt0211915      0.100690            
tt0116231      0.205055            
tt1570728      0.066798            
tt1606378      0.138877            
tt0092067      0.054129            
tt0316654      0.229940            
tt2094766      0.113132            
tt2203939      0.060031            
tt0822854      0.180788            
tt0456554      0.101852            
tt1615160      0.171781            
tt1029234      0.025031            
