143
t_index  tf-idf
61     0.0
107     0.051
112     0.037
116     0.101
125     0.041
131     0.036
144     0.057
156     0.063
242     0.115
256     0.059
261     0.057
282     0.057
290     0.042
293     0.217
296     0.04
328     0.047
415     0.051
537     0.118
609     0.063
664     0.036
719     0.051
773     0.053
775     0.12
851     0.039
871     0.044
884     0.075
1021     0.053
1049     0.032
1081     0.042
1088     0.127
1098     0.063
1133     0.097
1179     0.057
1256     0.053
1263     0.057
1271     0.057
1273     0.053
1293     0.063
1294     0.057
1295     0.047
1301     0.1
1308     0.038
1346     0.053
1360     0.051
1363     0.031
1366     0.051
1390     0.051
1443     0.047
1460     0.033
1465     0.044
1469     0.083
1470     0.047
1506     0.053
1541     0.16
1575     0.042
1578     0.057
1592     0.083
1678     0.13
1802     0.063
1841     0.057
1860     0.051
1891     0.044
1915     0.039
1918     0.032
1940     0.127
1947     0.041
1975     0.033
1977     0.057
1980     0.039
1981     0.049
2000     0.033
2026     0.053
2032     0.063
2034     0.042
2040     0.042
2050     0.174
2076     0.044
2127     0.078
2152     0.039
2154     0.026
2156     0.044
2186     0.035
2237     0.048
2321     0.185
2339     0.078
2355     0.04
2401     0.057
2418     0.041
2459     0.044
2479     0.127
2480     0.042
2654     0.035
2660     0.051
2672     0.044
2759     0.049
2768     0.041
2769     0.063
2799     0.044
2805     0.152
2848     0.074
2878     0.107
2879     0.055
2881     0.057
2892     0.044
2946     0.11
2954     0.233
2961     0.217
2966     0.051
2985     0.042
2990     0.101
2997     0.035
3021     0.38
3049     0.08
3062     0.049
3094     0.083
3106     0.063
3142     0.063
3182     0.051
3196     0.057
3238     0.063
3328     0.051
3342     0.033
3404     0.089
3413     0.078
3446     0.063
3447     0.027
3454     0.049
3487     0.133
3512     0.049
3515     0.029
3521     0.063
3553     0.041
3609     0.053
3631     0.083
3657     0.063
3675     0.253
3711     0.043
3722     0.038
3736     0.063
3743     0.091
3746     0.071
3760     0.089
3790     0.024
