245
t_index  tf-idf
20     0.0
21     0.023
26     0.022
27     0.028
33     0.029
39     0.026
63     0.025
66     0.018
88     0.018
101     0.026
105     0.026
109     0.024
112     0.043
146     0.023
150     0.02
174     0.029
191     0.024
192     0.023
245     0.027
263     0.034
295     0.037
302     0.023
333     0.032
352     0.032
361     0.034
459     0.034
498     0.02
504     0.029
526     0.026
539     0.027
547     0.021
572     0.037
601     0.037
602     0.022
613     0.012
616     0.019
629     0.095
664     0.042
713     0.123
714     0.037
735     0.018
746     0.034
757     0.047
762     0.037
810     0.026
819     0.034
828     0.026
856     0.067
868     0.053
871     0.026
882     0.02
888     0.075
898     0.027
941     0.025
942     0.06
965     0.028
987     0.03
992     0.112
998     0.037
1012     0.034
1037     0.03
1050     0.026
1064     0.095
1089     0.096
1091     0.027
1111     0.037
1120     0.018
1122     0.037
1124     0.026
1145     0.029
1159     0.024
1170     0.017
1211     0.028
1221     0.037
1227     0.072
1234     0.024
1256     0.032
1258     0.037
1280     0.037
1301     0.03
1308     0.022
1343     0.019
1348     0.016
1350     0.045
1356     0.037
1358     0.079
1363     0.018
1374     0.034
1377     0.032
1398     0.107
1401     0.037
1436     0.021
1467     0.097
1541     0.536
1565     0.026
1578     0.27
1580     0.075
1594     0.026
1600     0.074
1614     0.037
1664     0.028
1681     0.075
1683     0.021
1704     0.034
1715     0.029
1725     0.069
1731     0.032
1732     0.029
1734     0.02
1742     0.029
1775     0.027
1777     0.034
1813     0.028
1891     0.078
1908     0.063
1909     0.032
1918     0.038
1923     0.112
1949     0.026
1956     0.023
1957     0.024
1967     0.043
1980     0.023
2000     0.038
2022     0.019
2081     0.018
2089     0.026
2112     0.017
2148     0.037
2160     0.111
2161     0.079
2168     0.023
2224     0.054
2236     0.028
2237     0.057
2243     0.041
2269     0.037
2284     0.034
2300     0.017
2302     0.037
2321     0.016
2327     0.047
2332     0.054
2334     0.03
2361     0.032
2376     0.037
2394     0.263
2403     0.037
2407     0.092
2440     0.027
2442     0.112
2444     0.063
2456     0.037
2457     0.092
2475     0.019
2503     0.018
2510     0.025
2514     0.034
2525     0.044
2531     0.037
2537     0.03
2540     0.058
2542     0.026
2548     0.024
2555     0.034
2566     0.037
2575     0.025
2595     0.026
2604     0.028
2666     0.037
2673     0.025
2677     0.034
2685     0.032
2705     0.029
2719     0.057
2731     0.026
2736     0.029
2748     0.038
2774     0.02
2782     0.034
2802     0.032
2806     0.05
2857     0.019
2861     0.041
2879     0.043
2907     0.026
2918     0.027
2952     0.017
2973     0.024
2975     0.023
2993     0.023
3004     0.061
3008     0.037
3070     0.039
3080     0.022
3107     0.03
3111     0.067
3166     0.063
3202     0.025
3210     0.025
3225     0.057
3228     0.03
3230     0.026
3242     0.019
3247     0.021
3251     0.025
3253     0.034
3257     0.027
3270     0.03
3274     0.03
3275     0.054
3276     0.03
3305     0.032
3334     0.026
3358     0.054
3395     0.013
3404     0.237
3413     0.023
3422     0.03
3447     0.032
3457     0.012
3462     0.032
3463     0.023
3474     0.022
3476     0.017
3483     0.034
3504     0.032
3506     0.034
3553     0.024
3565     0.032
3621     0.026
3625     0.037
3638     0.03
3640     0.024
3645     0.034
3648     0.056
3662     0.028
3669     0.045
3675     0.299
3676     0.037
3703     0.04
3713     0.032
3714     0.015
3737     0.077
3775     0.06
