33
t_index  tf-idf
123     0.003
229     0.087
256     0.125
508     0.241
854     0.1
863     0.125
920     0.11
1208     0.118
1244     0.159
1392     0.241
1489     0.183
1755     0.193
1999     0.267
2102     0.148
2497     0.131
2511     0.133
2631     0.241
3207     0.183
3225     0.135
3247     0.151
3263     0.193
3278     0.206
3395     0.096
3472     0.105
3499     0.214
3553     0.086
3577     0.241
3654     0.164
3675     0.267
3724     0.161
3773     0.199
3797     0.164
3809     0.225
