39
t_index  tf-idf
75     0.003
107     0.317
183     0.119
368     0.083
437     0.097
472     0.102
484     0.158
496     0.102
586     0.099
789     0.118
1332     0.197
1468     0.113
1578     0.178
1742     0.075
1779     0.178
1838     0.064
1933     0.166
1983     0.147
2075     0.106
2139     0.103
2154     0.08
2181     0.166
2221     0.108
2355     0.125
2470     0.166
2473     0.121
2476     0.103
2559     0.147
2734     0.077
2861     0.109
2907     0.069
3049     0.125
3138     0.125
3204     0.063
3447     0.083
3476     0.091
3675     0.592
3711     0.135
3747     0.158
