39
t_index  tf-idf
112     0.003
466     0.106
523     0.152
604     0.155
613     0.073
674     0.178
688     0.167
713     0.126
723     0.163
810     0.159
976     0.232
1120     0.11
1541     0.39
1569     0.126
1602     0.178
1678     0.159
1683     0.129
2034     0.152
2168     0.144
2380     0.209
2406     0.129
2440     0.084
2537     0.093
2623     0.136
2625     0.209
2676     0.155
2799     0.163
2971     0.178
2973     0.147
2976     0.131
2993     0.142
3004     0.126
3167     0.159
3463     0.14
3589     0.172
3669     0.14
3688     0.144
3696     0.111
3752     0.186
