201
t_index  tf-idf
26     0.0
45     0.025
62     0.031
112     0.02
116     0.027
150     0.018
170     0.024
199     0.021
202     0.018
208     0.07
244     0.016
265     0.057
271     0.025
297     0.048
310     0.02
363     0.025
429     0.022
466     0.031
472     0.071
476     0.018
496     0.141
498     0.018
504     0.026
519     0.024
529     0.031
535     0.025
541     0.025
573     0.031
586     0.017
613     0.022
647     0.023
701     0.029
702     0.034
719     0.027
727     0.025
734     0.025
768     0.029
773     0.029
789     0.081
824     0.029
833     0.034
853     0.021
857     0.018
863     0.016
864     0.043
899     0.049
940     0.058
949     0.025
959     0.031
1009     0.034
1061     0.027
1073     0.031
1089     0.037
1118     0.034
1120     0.016
1128     0.026
1191     0.026
1192     0.029
1200     0.037
1208     0.015
1211     0.025
1242     0.02
1287     0.029
1298     0.034
1301     0.027
1308     0.02
1322     0.061
1331     0.031
1341     0.031
1362     0.037
1363     0.033
1422     0.031
1428     0.017
1432     0.017
1451     0.038
1465     0.024
1468     0.058
1541     0.316
1547     0.048
1555     0.027
1578     0.153
1620     0.031
1623     0.029
1627     0.034
1651     0.024
1664     0.025
1742     0.013
1779     0.092
1791     0.038
1804     0.025
1838     0.011
1852     0.02
1881     0.022
1885     0.027
1891     0.012
1894     0.021
1901     0.051
1940     0.017
1957     0.022
1967     0.019
1981     0.026
1982     0.031
1983     0.101
2018     0.025
2031     0.034
2075     0.055
2104     0.034
2110     0.049
2135     0.018
2139     0.054
2154     0.014
2186     0.019
2194     0.034
2206     0.023
2210     0.034
2221     0.019
2237     0.013
2243     0.019
2249     0.036
2275     0.031
2300     0.031
2316     0.012
2377     0.029
2442     0.034
2453     0.025
2467     0.034
2470     0.029
2476     0.071
2506     0.026
2537     0.007
2540     0.013
2577     0.029
2595     0.047
2623     0.04
2636     0.069
2685     0.029
2699     0.029
2719     0.017
2736     0.026
2738     0.034
2755     0.034
2774     0.018
2799     0.024
2832     0.086
2849     0.031
2852     0.031
2861     0.019
2877     0.026
2879     0.059
2942     0.048
2949     0.017
2955     0.02
2968     0.049
2980     0.029
2990     0.055
2993     0.021
3021     0.034
3057     0.031
3092     0.034
3094     0.022
3111     0.02
3138     0.022
3145     0.029
3148     0.061
3155     0.026
3175     0.025
3183     0.024
3204     0.076
3207     0.023
3210     0.022
3288     0.027
3316     0.031
3343     0.026
3387     0.082
3406     0.025
3410     0.026
3413     0.021
3422     0.027
3454     0.026
3459     0.025
3463     0.062
3465     0.027
3508     0.026
3536     0.042
3545     0.018
3548     0.031
3553     0.022
3644     0.019
3670     0.025
3675     0.784
3714     0.014
3722     0.021
3731     0.022
3741     0.025
3744     0.031
3756     0.025
3760     0.072
3766     0.018
3775     0.073
3783     0.022
3790     0.026
