129
t_index  tf-idf
18     0.001
20     0.052
33     0.065
70     0.068
109     0.109
112     0.049
122     0.04
202     0.045
256     0.078
297     0.059
310     0.049
418     0.052
424     0.071
437     0.041
451     0.182
483     0.044
512     0.084
513     0.05
555     0.059
561     0.063
613     0.107
708     0.053
723     0.059
774     0.068
778     0.071
848     0.084
854     0.031
918     0.049
1012     0.152
1050     0.058
1057     0.068
1089     0.031
1113     0.071
1170     0.039
1173     0.142
1229     0.071
1292     0.045
1301     0.166
1359     0.084
1379     0.061
1389     0.032
1399     0.065
1448     0.084
1451     0.046
1460     0.044
1476     0.076
1520     0.063
1541     0.142
1542     0.049
1544     0.084
1575     0.111
1578     0.152
1581     0.057
1590     0.057
1593     0.157
1594     0.118
1597     0.063
1619     0.058
1677     0.084
1785     0.053
1793     0.049
1874     0.063
1878     0.061
1891     0.058
1893     0.049
1908     0.048
1909     0.036
1957     0.053
1985     0.076
1995     0.063
2011     0.096
2022     0.044
2089     0.058
2122     0.063
2135     0.045
2168     0.052
2186     0.046
2215     0.065
2237     0.032
2249     0.045
2253     0.076
2257     0.076
2310     0.13
2316     0.03
2339     0.103
2362     0.063
2363     0.076
2379     0.084
2411     0.068
2537     0.135
2540     0.033
2589     0.045
2907     0.029
2912     0.059
2918     0.061
2953     0.084
2957     0.076
2994     0.071
3021     0.084
3042     0.084
3059     0.059
3062     0.065
3070     0.087
3148     0.05
3162     0.068
3225     0.128
3236     0.071
3260     0.071
3275     0.061
3402     0.048
3404     0.118
3433     0.076
3459     0.063
3493     0.084
3510     0.063
3515     0.039
3524     0.061
3553     0.027
3589     0.063
3613     0.061
3646     0.041
3647     0.228
3660     0.186
3675     0.421
3689     0.188
3703     0.045
3722     0.051
3775     0.045
3802     0.063
