175
t_index  tf-idf
4     0.0
39     0.048
63     0.045
69     0.052
75     0.137
82     0.041
89     0.047
93     0.068
112     0.118
123     0.022
164     0.034
190     0.061
229     0.045
231     0.055
233     0.055
252     0.109
256     0.032
269     0.068
408     0.085
411     0.055
416     0.057
418     0.042
423     0.048
466     0.063
472     0.035
474     0.055
549     0.055
562     0.09
613     0.086
667     0.123
701     0.115
703     0.068
762     0.068
805     0.051
811     0.068
854     0.025
899     0.033
900     0.042
904     0.061
942     0.055
949     0.051
1009     0.068
1049     0.069
1060     0.114
1072     0.061
1077     0.036
1079     0.115
1081     0.046
1119     0.101
1120     0.065
1208     0.03
1259     0.036
1268     0.052
1292     0.036
1295     0.051
1382     0.061
1389     0.052
1421     0.052
1428     0.035
1436     0.039
1451     0.038
1541     0.402
1578     0.061
1601     0.043
1610     0.035
1617     0.061
1623     0.118
1726     0.055
1736     0.061
1755     0.049
1756     0.052
1773     0.068
1838     0.022
1842     0.061
1891     0.024
1893     0.04
1909     0.058
1956     0.042
1967     0.039
1983     0.051
2002     0.068
2073     0.041
2102     0.113
2104     0.136
2124     0.038
2139     0.036
2150     0.068
2154     0.055
2182     0.043
2210     0.034
2217     0.041
2218     0.026
2224     0.049
2226     0.115
2237     0.026
2249     0.072
2289     0.061
2292     0.061
2300     0.031
2302     0.022
2387     0.183
2406     0.038
2431     0.134
2448     0.061
2473     0.042
2475     0.035
2503     0.064
2537     0.136
2540     0.026
2541     0.051
2548     0.044
2549     0.068
2575     0.045
2582     0.136
2654     0.038
2694     0.061
2698     0.098
2719     0.034
2753     0.061
2758     0.039
2822     0.045
2879     0.079
2885     0.068
2903     0.026
2904     0.044
2949     0.068
2952     0.031
2990     0.055
3059     0.048
3077     0.061
3079     0.055
3155     0.052
3173     0.115
3204     0.022
3210     0.045
3230     0.096
3288     0.109
3290     0.028
3340     0.068
3342     0.036
3346     0.13
3376     0.101
3395     0.024
3404     0.096
3426     0.033
3439     0.028
3447     0.029
3457     0.022
3459     0.051
3463     0.082
3470     0.045
3474     0.039
3480     0.051
3483     0.123
3491     0.046
3510     0.101
3524     0.098
3613     0.017
3616     0.019
3640     0.088
3654     0.084
3667     0.061
3671     0.057
3675     0.204
3695     0.039
3724     0.082
3731     0.043
3733     0.138
3757     0.048
3765     0.08
3766     0.146
3775     0.036
3788     0.068
3794     0.024
3795     0.031
