145
t_index  tf-idf
39     0.002
101     0.042
112     0.035
146     0.036
160     0.037
166     0.078
170     0.085
208     0.165
213     0.04
248     0.06
290     0.04
451     0.043
466     0.028
472     0.094
496     0.375
535     0.045
568     0.048
573     0.054
585     0.054
586     0.03
616     0.031
668     0.108
704     0.054
738     0.036
789     0.036
824     0.051
871     0.042
875     0.12
891     0.06
899     0.058
932     0.032
959     0.054
969     0.051
998     0.06
1077     0.032
1089     0.066
1118     0.06
1120     0.029
1125     0.06
1200     0.033
1287     0.051
1295     0.045
1301     0.048
1356     0.06
1358     0.025
1388     0.06
1428     0.031
1432     0.03
1451     0.033
1468     0.103
1563     0.06
1565     0.041
1569     0.033
1578     0.054
1643     0.051
1732     0.046
1737     0.045
1745     0.046
1769     0.041
1778     0.09
1791     0.034
1833     0.045
1838     0.02
1893     0.141
1908     0.034
1913     0.029
1921     0.06
1928     0.046
1983     0.09
2053     0.06
2075     0.064
2078     0.031
2107     0.046
2206     0.041
2224     0.043
2236     0.045
2237     0.023
2241     0.047
2243     0.033
2275     0.054
2292     0.054
2300     0.027
2302     0.02
2316     0.022
2339     0.037
2407     0.074
2408     0.06
2453     0.045
2476     0.032
2526     0.054
2595     0.124
2596     0.06
2614     0.034
2623     0.035
2672     0.085
2726     0.043
2734     0.024
2738     0.03
2832     0.051
2849     0.054
2861     0.033
2879     0.052
2907     0.042
2914     0.048
2957     0.054
2968     0.175
2990     0.048
2999     0.048
3021     0.361
3070     0.031
3136     0.06
3147     0.072
3157     0.042
3175     0.045
3204     0.019
3225     0.03
3274     0.048
3290     0.025
3342     0.032
3387     0.048
3404     0.211
3412     0.054
3421     0.045
3426     0.087
3441     0.06
3443     0.06
3463     0.036
3470     0.04
3536     0.049
3553     0.019
3585     0.054
3611     0.039
3638     0.048
3669     0.073
3675     0.301
3678     0.041
3688     0.037
3696     0.029
3714     0.024
3731     0.076
3740     0.081
3744     0.325
3760     0.085
3768     0.035
3775     0.193
