68
t_index  tf-idf
16     0.001
46     0.152
54     0.096
87     0.128
291     0.092
466     0.07
516     0.128
586     0.076
596     0.219
630     0.139
735     0.145
769     0.127
854     0.057
896     0.094
899     0.073
900     0.093
971     0.128
1089     0.111
1230     0.128
1343     0.077
1358     0.064
1426     0.104
1648     0.152
1761     0.146
1769     0.104
1838     0.049
1852     0.089
1891     0.053
1899     0.128
1909     0.064
1913     0.074
2010     0.089
2112     0.069
2124     0.085
2237     0.347
2316     0.109
2327     0.064
2339     0.093
2341     0.117
2342     0.1
2347     0.109
2355     0.096
2440     0.055
2503     0.072
2510     0.204
2537     0.03
2540     0.059
2548     0.098
2705     0.117
2735     0.117
2812     0.109
2858     0.104
2907     0.053
2953     0.152
2973     0.096
3183     0.107
3204     0.048
3253     0.137
3299     0.154
3334     0.107
3457     0.049
3546     0.137
3598     0.128
3638     0.122
3655     0.107
3675     0.303
3688     0.189
3724     0.092
