38
t_index  tf-idf
234     0.006
297     0.168
460     0.216
561     0.178
613     0.152
769     0.1
1064     0.202
1350     0.144
1381     0.178
1541     0.202
1578     0.216
1593     0.149
1597     0.178
1603     0.098
1891     0.083
1914     0.128
1981     0.184
2000     0.123
2080     0.168
2122     0.178
2235     0.184
2237     0.091
2321     0.2
2440     0.087
2442     0.239
2520     0.202
2537     0.048
2571     0.192
2759     0.184
2879     0.069
3404     0.168
3463     0.144
3489     0.161
3514     0.216
3646     0.234
3660     0.132
3703     0.129
3790     0.092
