49
t_index  tf-idf
69     0.002
290     0.103
293     0.106
329     0.111
366     0.154
496     0.08
592     0.103
713     0.084
738     0.093
824     0.13
899     0.296
1089     0.056
1200     0.084
1410     0.139
1432     0.078
1468     0.088
1541     0.13
1578     0.277
1590     0.103
1600     0.202
1623     0.067
1683     0.086
1691     0.247
1791     0.086
1893     0.09
1907     0.139
2011     0.088
2075     0.082
2115     0.098
2139     0.081
2155     0.123
2200     0.247
2237     0.117
2339     0.094
2623     0.271
2738     0.311
2794     0.139
2819     0.123
2830     0.106
2942     0.216
2968     0.075
2990     0.123
3167     0.106
3225     0.078
3232     0.076
3342     0.163
3406     0.111
3443     0.154
3740     0.103
