36
t_index   tf-idf    
186       0.002
191       0.088
429       0.187
572       0.093
682       0.102
1090      0.091
1591      0.12
1874      0.136
2347      0.075
2354      0.135
2747      0.204
3173      0.231
3655      0.718
4094      0.067
4155      0.102
4386      0.073
4576      0.061
4731      0.047
4911      0.088
5294      0.066
5387      0.113
5641      0.108
5678      0.108
5762      0.072
6557      0.088
6662      0.075
6678      0.136
6914      0.057
7058      0.045
7328      0.077
7385      0.217
7441      0.12
7621      0.088
7686      0.151
7705      0.217
7777      0.041
