33
t_index   tf-idf    
212       0.005
586       0.117
601       0.232
1274      0.232
1329      0.21
1457      0.21
1514      0.181
1854      0.21
2386      0.232
2514      0.21
2653      0.107
2761      0.175
2902      0.109
2967      0.137
3224      0.232
3325      0.103
3775      0.124
4075      0.232
4081      0.075
4153      0.132
4609      0.17
5041      0.188
5206      0.275
5333      0.197
5553      0.149
5573      0.156
5577      0.146
5822      0.156
6190      0.151
6292      0.137
6981      0.166
6989      0.197
7257      0.088
