47
t_index   tf-idf    
11        0.002
98        0.125
111       0.06
458       0.068
572       0.098
593       0.215
607       0.098
709       0.078
1322      0.195
1882      0.125
1980      0.125
2445      0.113
2462      0.061
2508      0.072
2642      0.055
2909      0.066
3004      0.126
3173      0.121
3282      0.25
3538      0.098
3655      0.25
3765      0.079
3909      0.07
4025      0.073
4030      0.125
4256      0.304
4340      0.076
4606      0.125
4614      0.07
4731      0.049
4809      0.04
4991      0.043
5286      0.566
5677      0.079
5995      0.25
6506      0.113
6680      0.043
6824      0.092
7054      0.125
7090      0.079
7182      0.101
7207      0.068
7301      0.086
7567      0.09
7686      0.079
7705      0.113
7774      0.049
