35
t_index   tf-idf    
177       0.005
226       0.2
286       0.17
287       0.156
1145      0.147
1629      0.181
2357      0.181
2564      0.071
2712      0.133
3224      0.4
3278      0.181
3532      0.2
3541      0.181
3655      0.2
3698      0.17
3947      0.144
4064      0.144
4259      0.341
4363      0.138
4436      0.087
4767      0.147
5241      0.2
5759      0.119
5764      0.162
6240      0.128
6292      0.119
6564      0.127
6875      0.081
6989      0.17
7051      0.156
7274      0.151
7639      0.119
7686      0.127
7689      0.105
7777      0.069
