55
t_index   tf-idf    
71        0.001
91        0.082
186       0.048
226       0.163
266       0.046
393       0.735
395       0.06
572       0.064
741       0.163
991       0.062
1540      0.048
1702      0.033
1737      0.078
1738      0.074
1836      0.098
1911      0.037
1963      0.07
2115      0.042
3004      0.041
3132      0.049
3173      0.039
3174      0.094
3291      0.095
3548      0.064
3568      0.056
3655      0.409
4292      0.03
4533      0.05
4571      0.07
4731      0.032
4742      0.074
4749      0.051
4809      0.026
4911      0.06
4974      0.064
5297      0.044
5299      0.05
5414      0.062
5795      0.074
6087      0.07
6134      0.051
6234      0.048
6401      0.074
6508      0.042
6527      0.11
6662      0.051
6914      0.039
6972      0.054
6981      0.117
6996      0.064
7117      0.112
7408      0.04
7586      0.148
7705      0.148
7834      0.038
