60
t_index   tf-idf    
61        0.001
64        0.111
221       0.076
304       0.076
379       0.078
426       0.08
572       0.087
578       0.09
663       0.095
666       0.111
1181      0.194
1698      0.071
1711      0.069
1778      0.084
2169      0.078
2340      0.066
2500      0.048
2558      0.051
2902      0.052
2961      0.111
3004      0.056
3173      0.054
3224      0.445
3278      0.101
3282      0.111
3325      0.049
3447      0.101
3655      0.556
3765      0.07
3910      0.09
3947      0.08
4292      0.04
4517      0.101
4518      0.087
4632      0.082
4655      0.189
4677      0.058
4773      0.067
4991      0.038
5115      0.087
5397      0.222
5744      0.101
5775      0.111
5779      0.111
5811      0.101
6186      0.065
6242      0.082
6246      0.047
6379      0.061
6440      0.112
6585      0.101
6680      0.038
6981      0.16
7203      0.07
7257      0.042
7340      0.062
7391      0.076
7686      0.07
7729      0.09
7756      0.068
