57
t_index   tf-idf    
51        0.002
114       0.085
226       0.118
409       0.08
572       0.185
611       0.116
625       0.072
977       0.056
1032      0.081
1079      0.083
1343      0.053
1429      0.089
1607      0.107
1963      0.101
2120      0.087
2518      0.074
2558      0.054
2564      0.042
2839      0.081
2841      0.118
2843      0.081
3173      0.228
3278      0.107
3282      0.118
3444      0.101
3610      0.107
3655      0.473
3760      0.059
3988      0.064
4018      0.064
4116      0.101
4206      0.092
4299      0.087
4460      0.107
4555      0.174
4965      0.132
5144      0.072
5308      0.063
5371      0.087
5488      0.118
5503      0.075
5903      0.092
6175      0.06
6186      0.069
6555      0.066
6629      0.118
6818      0.118
6981      0.17
6989      0.101
6996      0.092
7058      0.045
7274      0.089
7284      0.118
7385      0.107
7686      0.075
7696      0.473
7803      0.101
