46
t_index   tf-idf    
39        0.01
88        0.126
195       0.097
410       0.134
572       0.116
606       0.148
611       0.073
1090      0.112
2118      0.12
2239      0.08
2449      0.094
2563      0.241
2686      0.075
2732      0.055
2847      0.057
2903      0.218
2949      0.1
3115      0.094
3655      0.297
3753      0.208
3760      0.074
3862      0.2
3950      0.148
4018      0.08
4173      0.088
4274      0.069
4684      0.086
5081      0.12
5090      0.134
5227      0.148
5482      0.252
5667      0.094
5976      0.134
6261      0.106
6380      0.12
6498      0.09
6585      0.134
6981      0.213
7090      0.094
7180      0.128
7213      0.148
7385      0.134
7671      0.148
7672      0.109
7686      0.094
7705      0.403
