49
t_index   tf-idf    
188       0.006
355       0.113
572       0.131
589       0.142
754       0.107
851       0.152
853       0.107
977       0.079
989       0.303
1097      0.117
1320      0.152
1514      0.261
2028      0.131
2348      0.096
2403      0.113
2416      0.123
2497      0.167
2500      0.072
2522      0.142
2523      0.12
2642      0.074
2881      0.111
3173      0.242
3422      0.097
3456      0.136
3655      0.167
3699      0.246
4104      0.123
4119      0.083
4120      0.057
4187      0.136
4340      0.102
5263      0.152
5759      0.099
5790      0.131
6648      0.303
6680      0.057
6719      0.173
6721      0.142
6969      0.12
6981      0.12
6994      0.152
7036      0.076
7257      0.064
7639      0.099
7652      0.167
7672      0.123
7701      0.113
7824      0.098
