39
t_index   tf-idf    
144       0.003
226       0.306
787       0.095
1106      0.098
1137      0.11
1963      0.13
2224      0.098
2357      0.139
2500      0.066
2564      0.162
2692      0.13
2780      0.231
2909      0.081
2967      0.091
3005      0.091
3364      0.097
3655      0.306
3760      0.076
4461      0.11
4661      0.071
4714      0.153
4979      0.073
5682      0.219
5698      0.11
5762      0.092
6032      0.13
6125      0.065
6176      0.248
6199      0.153
6263      0.105
6292      0.453
6409      0.107
6498      0.093
6500      0.119
6519      0.124
7094      0.13
7580      0.069
7686      0.29
7753      0.068
