33
t_index   tf-idf    
121       0.007
244       0.252
286       0.137
408       0.09
591       0.322
606       0.161
1063      0.092
1230      0.068
1451      0.116
1515      0.126
1874      0.092
2201      0.116
2509      0.116
2577      0.1
2581      0.237
2667      0.085
2995      0.146
3173      0.078
3212      0.145
3297      0.322
3337      0.161
3655      0.483
3765      0.102
3986      0.086
4001      0.198
4518      0.126
4537      0.131
5061      0.146
5371      0.119
6186      0.094
6696      0.088
6757      0.146
6981      0.231
