46
t_index   tf-idf    
89        0.003
94        0.105
242       0.633
390       0.163
415       0.116
593       0.05
614       0.105
808       0.076
1130      0.075
1583      0.088
2037      0.062
2039      0.094
2215      0.091
2381      0.077
2439      0.065
2467      0.043
2493      0.091
2583      0.055
3212      0.052
3224      0.466
3286      0.071
3655      0.233
3791      0.099
3792      0.086
4018      0.063
4081      0.075
4246      0.078
4468      0.099
4564      0.116
4728      0.086
4809      0.037
4836      0.116
5006      0.099
5387      0.055
5408      0.116
5453      0.084
5472      0.086
5759      0.069
6004      0.116
6014      0.08
6024      0.116
6173      0.082
6375      0.091
6513      0.105
6981      0.084
7774      0.046
