44
t_index   tf-idf    
191       0.002
704       0.104
948       0.095
1473      0.138
1656      0.275
1818      0.138
1831      0.079
1904      0.112
2239      0.149
2444      0.117
2583      0.065
2732      0.051
2847      0.053
3219      0.275
3443      0.099
3655      0.55
3997      0.234
4078      0.125
4094      0.077
4120      0.047
4166      0.112
4168      0.09
4681      0.082
5041      0.112
5227      0.138
5333      0.117
5553      0.088
5698      0.099
6000      0.073
6102      0.107
6189      0.085
6292      0.082
6329      0.076
6498      0.084
6760      0.138
6981      0.099
6986      0.249
7257      0.052
7439      0.215
7654      0.095
7673      0.138
7686      0.087
7694      0.095
7717      0.138
