60
t_index   tf-idf    
226       0.002
458       0.064
572       0.092
651       0.058
1070      0.092
1415      0.085
1465      0.107
1662      0.092
1911      0.053
2212      0.107
2226      0.1
2340      0.07
2498      0.092
2564      0.042
2583      0.056
3050      0.1
3107      0.074
3173      0.057
3278      0.213
3325      0.052
3578      0.118
3628      0.079
3655      0.353
3909      0.066
3988      0.063
4014      0.073
4025      0.069
4119      0.118
4386      0.072
4436      0.051
4611      0.107
4675      0.061
4691      0.64
4731      0.047
4802      0.077
4862      0.118
4877      0.096
4991      0.041
5138      0.071
5193      0.213
6102      0.092
6192      0.078
6292      0.07
6380      0.096
6381      0.087
6498      0.072
6680      0.04
6692      0.072
6713      0.071
6879      0.081
6962      0.096
6981      0.085
7015      0.078
7030      0.081
7207      0.064
7274      0.089
7538      0.1
7686      0.149
7741      0.083
7790      0.078
