53
t_index   tf-idf    
67        0.003
111       0.083
178       0.172
226       0.172
268       0.135
293       0.127
516       0.109
670       0.102
708       0.14
1063      0.098
1281      0.13
1677      0.107
1875      0.14
2099      0.146
2337      0.098
2508      0.099
2564      0.061
2642      0.076
2686      0.174
2967      0.102
3245      0.118
3462      0.156
3463      0.172
3570      0.156
3624      0.088
3629      0.114
3655      0.344
3938      0.102
4060      0.14
4261      0.14
4717      0.161
4896      0.11
4936      0.135
5472      0.127
5506      0.109
5553      0.11
5778      0.146
5862      0.156
5911      0.124
6175      0.174
6189      0.106
6329      0.095
6482      0.14
6491      0.135
6602      0.13
6774      0.14
6976      0.172
7058      0.065
7214      0.135
7453      0.124
7664      0.253
7686      0.109
7824      0.05
